,id,hit,name,countries
1720,25425391,shopp(er|ing),adsquare data alliance > es > place visits > by brand > shopping > consumer goods > sporting goods store > intersport ,['spain']
1501,25422084,shopp(er|ing),adsquare data alliance > es > place visits > by brand > shopping > consumer goods > used-second hand merchandise stores > cash converters ,['spain']
1665,25424438,shopp(er|ing),adsquare data alliance > es > place visits > by brand > shopping > consumer goods > video and game rental > game ,['spain']
1601,25423477,shopp(er|ing),adsquare data alliance > es > place visits > by brand > shopping > department store > department store > el corte ingles ,['spain']
1375,25419669,shopp(er|ing),adsquare data alliance > es > place visits > by brand > shopping > electronics > computer and software > app informatica ,['spain']
1405,25420449,shopp(er|ing),adsquare data alliance > es > place visits > by brand > shopping > electronics > consumer electronics store > beep ,['spain']
1667,25424443,shopp(er|ing),adsquare data alliance > es > place visits > by brand > shopping > electronics > consumer electronics store > gamestop ,['spain']
1678,25424657,shopp(er|ing),adsquare data alliance > es > place visits > by brand > shopping > food and drink > bakery and baked goods store > granier ,['spain']
1383,25419839,shopp(er|ing),adsquare data alliance > es > place visits > by brand > shopping > food and drink > grocery > ahorramas ,['spain']
1387,25419892,shopp(er|ing),adsquare data alliance > es > place visits > by brand > shopping > food and drink > grocery > alcampo ,['spain']
1368,25419615,shopp(er|ing),adsquare data alliance > es > place visits > by brand > shopping > food and drink > grocery > aldi ,['spain']
1373,25419645,shopp(er|ing),adsquare data alliance > es > place visits > by brand > shopping > food and drink > grocery > alimerka ,['spain']
1409,25420495,shopp(er|ing),adsquare data alliance > es > place visits > by brand > shopping > food and drink > grocery > bm ,['spain']
1435,25421320,shopp(er|ing),adsquare data alliance > es > place visits > by brand > shopping > food and drink > grocery > bonpreu ,['spain']
1487,25422014,shopp(er|ing),adsquare data alliance > es > place visits > by brand > shopping > food and drink > grocery > carrefour ,['spain']
1493,25422028,shopp(er|ing),adsquare data alliance > es > place visits > by brand > shopping > food and drink > grocery > carrefour express ,['spain']
1497,25422036,shopp(er|ing),adsquare data alliance > es > place visits > by brand > shopping > food and drink > grocery > carrefour market ,['spain']
1510,25422208,shopp(er|ing),adsquare data alliance > es > place visits > by brand > shopping > food and drink > grocery > charter ,['spain']
1520,25422498,shopp(er|ing),adsquare data alliance > es > place visits > by brand > shopping > food and drink > grocery > coaliment ,['spain']
1524,25422617,shopp(er|ing),adsquare data alliance > es > place visits > by brand > shopping > food and drink > grocery > condis ,['spain']
1469,25421715,shopp(er|ing),adsquare data alliance > es > place visits > by brand > shopping > food and drink > grocery > consum ,['spain']
1474,25421733,shopp(er|ing),adsquare data alliance > es > place visits > by brand > shopping > food and drink > grocery > coviran ,['spain']
1564,25423131,shopp(er|ing),adsquare data alliance > es > place visits > by brand > shopping > food and drink > grocery > dia ,['spain']
1549,25422905,shopp(er|ing),adsquare data alliance > es > place visits > by brand > shopping > food and drink > grocery > dia market ,['spain']
1575,25423334,shopp(er|ing),adsquare data alliance > es > place visits > by brand > shopping > food and drink > grocery > e. leclerc ,['spain']
1580,25423350,shopp(er|ing),adsquare data alliance > es > place visits > by brand > shopping > food and drink > grocery > el arbol ,['spain']
1584,25423373,shopp(er|ing),adsquare data alliance > es > place visits > by brand > shopping > food and drink > grocery > eroski ,['spain']
1585,25423374,shopp(er|ing),adsquare data alliance > es > place visits > by brand > shopping > food and drink > grocery > eroski center ,['spain']
1608,25423606,shopp(er|ing),adsquare data alliance > es > place visits > by brand > shopping > food and drink > grocery > eroski city ,['spain']
1586,25423376,shopp(er|ing),adsquare data alliance > es > place visits > by brand > shopping > food and drink > grocery > esclat ,['spain']
1622,25423802,shopp(er|ing),adsquare data alliance > es > place visits > by brand > shopping > food and drink > grocery > familia ,['spain']
1619,25423773,shopp(er|ing),adsquare data alliance > es > place visits > by brand > shopping > food and drink > grocery > froiz ,['spain']
1646,25424328,shopp(er|ing),adsquare data alliance > es > place visits > by brand > shopping > food and drink > grocery > gadis ,['spain']
1692,25424810,shopp(er|ing),adsquare data alliance > es > place visits > by brand > shopping > food and drink > grocery > hipercor ,['spain']
1701,25425044,shopp(er|ing),adsquare data alliance > es > place visits > by brand > shopping > food and drink > grocery > hiperdino ,['spain']
1792,25426223,shopp(er|ing),adsquare data alliance > es > place visits > by brand > shopping > food and drink > grocery > la sirena ,['spain']
1780,25426144,shopp(er|ing),adsquare data alliance > es > place visits > by brand > shopping > food and drink > grocery > lidl ,['spain']
1406,25420453,shopp(er|ing),adsquare data alliance > es > place visits > by brand > shopping > food and drink > sweet shop > belros ,['spain']
1384,25419880,shopp(er|ing),"adsquare data alliance > es > place visits > by brand > shopping > hardware, house and garden > home improvement-hardware store > aki ",['spain']
1777,25426120,shopp(er|ing),"adsquare data alliance > es > place visits > by brand > shopping > hardware, house and garden > home improvement-hardware store > leroy merlin ",['spain']
1500,25422070,shopp(er|ing),"adsquare data alliance > es > place visits > by brand > shopping > hardware, house and garden > home specialty store > casa ",['spain']
1513,25422262,shopp(er|ing),adsquare data alliance > es > place visits > by category > shopping > clothing and accessories > children's apparel ,['spain']
1527,25422637,shopp(er|ing),adsquare data alliance > es > place visits > by category > shopping > electronics > consumer electronics store ,['spain']
1671,25424476,shopp(er|ing),"adsquare data alliance > es > place visits > by category > shopping > hardware, house and garden > garden center ",['spain']
1707,25425117,shopp(er|ing),"adsquare data alliance > es > place visits > by category > shopping > hardware, house and garden > home improvement-hardware store ",['spain']
1241,24952397,shopp(er|ing),adsquare data alliance > fr > black friday 2020 audiences > black friday 2020 - discount shoppers ,['france']
1245,24952572,shopp(er|ing),adsquare data alliance > fr > black friday 2020 audiences > black friday 2020 - luxury shoppers ,['france']
1249,24952700,shopp(er|ing),adsquare data alliance > fr > black friday 2020 audiences > black friday 2020 - online shoppers ,['france']
1272,13227687,shopp(er|ing),adsquare data alliance > fr > interests > food and drink > grocery shoppers ,['france']
457,13227623,shopp(er|ing),adsquare data alliance > fr > interests > shopping > back to school shoppers ,['france']
1239,24951615,shopp(er|ing),adsquare data alliance > fr > interests > shopping > back to school shoppers ,['france']
1265,13227659,shopp(er|ing),adsquare data alliance > fr > interests > shopping > discounter shoppers ,['france']
574,14740908,shopp(er|ing),adsquare data alliance > fr > interests > shopping > seasonal > black friday > black friday - deal seekers ,['france']
575,14740912,shopp(er|ing),adsquare data alliance > fr > interests > shopping > seasonal > black friday > black friday - gadgets seekers ,['france']
545,14587488,shopp(er|ing),adsquare data alliance > fr > interests > shopping > seasonal > black friday > black friday shoppers ,['france']
546,14587489,shopp(er|ing),adsquare data alliance > fr > interests > shopping > seasonal > christmas > christmas shoppers ,['france']
577,14740917,shopp(er|ing),adsquare data alliance > fr > interests > shopping > seasonal > christmas > christmas shoppers - bargain hunters ,['france']
576,14740913,shopp(er|ing),adsquare data alliance > fr > interests > shopping > seasonal > christmas > christmas shoppers - families with children ,['france']
578,14740922,shopp(er|ing),adsquare data alliance > fr > interests > shopping > seasonal > christmas > christmas shoppers - gadget seekers ,['france']
579,14740924,shopp(er|ing),adsquare data alliance > fr > interests > shopping > seasonal > christmas > christmas shoppers - loved ones ,['france']
580,14740926,shopp(er|ing),adsquare data alliance > fr > interests > shopping > seasonal > christmas > christmas shoppers - retail discounts ,['france']
1301,13227726,shopp(er|ing),adsquare data alliance > fr > interests > shopping > shoppers ,['france']
1282,13227700,shopp(er|ing),adsquare data alliance > fr > interests > style and fashion > luxury shoppers ,['france']
1639,25424245,shopp(er|ing),adsquare data alliance > fr > place visits > by brand > shopping > bookshop > book store > france loisirs ,['france']
1571,25423305,shopp(er|ing),adsquare data alliance > fr > place visits > by brand > shopping > clothing and accessories > children's apparel > du pareil au meme ,['france']
1380,25419756,shopp(er|ing),adsquare data alliance > fr > place visits > by brand > shopping > clothing and accessories > clothing and accessories > acanthe ,['france']
1367,25419603,shopp(er|ing),adsquare data alliance > fr > place visits > by brand > shopping > clothing and accessories > clothing and accessories > aigle ,['france']
1376,25419677,shopp(er|ing),adsquare data alliance > fr > place visits > by brand > shopping > clothing and accessories > clothing and accessories > armand thiery ,['france']
1428,25421272,shopp(er|ing),adsquare data alliance > fr > place visits > by brand > shopping > clothing and accessories > clothing and accessories > blue box ,['france']
1434,25421319,shopp(er|ing),adsquare data alliance > fr > place visits > by brand > shopping > clothing and accessories > clothing and accessories > bonobo ,['france']
1478,25421837,shopp(er|ing),adsquare data alliance > fr > place visits > by brand > shopping > clothing and accessories > clothing and accessories > camaieu ,['france']
1458,25421577,shopp(er|ing),adsquare data alliance > fr > place visits > by brand > shopping > clothing and accessories > clothing and accessories > caroll ,['france']
1499,25422043,shopp(er|ing),adsquare data alliance > fr > place visits > by brand > shopping > clothing and accessories > clothing and accessories > carre blanc ,['france']
1518,25422327,shopp(er|ing),adsquare data alliance > fr > place visits > by brand > shopping > clothing and accessories > clothing and accessories > christine laure ,['france']
1477,25421763,shopp(er|ing),adsquare data alliance > fr > place visits > by brand > shopping > clothing and accessories > clothing and accessories > cyrillus ,['france']
1538,25422854,shopp(er|ing),adsquare data alliance > fr > place visits > by brand > shopping > clothing and accessories > clothing and accessories > damart ,['france']
1540,25422867,shopp(er|ing),adsquare data alliance > fr > place visits > by brand > shopping > clothing and accessories > clothing and accessories > ddp ,['france']
1548,25422895,shopp(er|ing),adsquare data alliance > fr > place visits > by brand > shopping > clothing and accessories > clothing and accessories > devred ,['france']
1600,25423463,shopp(er|ing),adsquare data alliance > fr > place visits > by brand > shopping > clothing and accessories > clothing and accessories > eden park ,['france']
1613,25423652,shopp(er|ing),adsquare data alliance > fr > place visits > by brand > shopping > clothing and accessories > clothing and accessories > eurodif ,['france']
1621,25423783,shopp(er|ing),adsquare data alliance > fr > place visits > by brand > shopping > clothing and accessories > clothing and accessories > fabio lucci ,['france']
1683,25424737,shopp(er|ing),adsquare data alliance > fr > place visits > by brand > shopping > clothing and accessories > clothing and accessories > gemo ,['france']
1653,25424356,shopp(er|ing),adsquare data alliance > fr > place visits > by brand > shopping > clothing and accessories > clothing and accessories > gerard darel ,['france']
1659,25424394,shopp(er|ing),adsquare data alliance > fr > place visits > by brand > shopping > clothing and accessories > clothing and accessories > grain de malice ,['france']
1690,25424757,shopp(er|ing),adsquare data alliance > fr > place visits > by brand > shopping > clothing and accessories > clothing and accessories > h&m ,['france']
1717,25425360,shopp(er|ing),adsquare data alliance > fr > place visits > by brand > shopping > clothing and accessories > clothing and accessories > ikks ,['france']
1742,25425683,shopp(er|ing),adsquare data alliance > fr > place visits > by brand > shopping > clothing and accessories > clothing and accessories > jennyfer ,['france']
1748,25425770,shopp(er|ing),adsquare data alliance > fr > place visits > by brand > shopping > clothing and accessories > clothing and accessories > julie guerlande ,['france']
1754,25425864,shopp(er|ing),adsquare data alliance > fr > place visits > by brand > shopping > clothing and accessories > clothing and accessories > kiabi ,['france']
1793,25426229,shopp(er|ing),adsquare data alliance > fr > place visits > by brand > shopping > clothing and accessories > clothing and accessories > la compagnie des petits ,['france']
1772,25426069,shopp(er|ing),adsquare data alliance > fr > place visits > by brand > shopping > clothing and accessories > clothing and accessories > lacoste ,['france']
1442,25421498,shopp(er|ing),adsquare data alliance > fr > place visits > by brand > shopping > clothing and accessories > men's apparel > burton ,['france']
1451,25421539,shopp(er|ing),adsquare data alliance > fr > place visits > by brand > shopping > clothing and accessories > men's apparel > c&a ,['france']
1485,25421999,shopp(er|ing),adsquare data alliance > fr > place visits > by brand > shopping > clothing and accessories > men's apparel > carnet de vol ,['france']
1507,25422147,shopp(er|ing),adsquare data alliance > fr > place visits > by brand > shopping > clothing and accessories > men's apparel > celio ,['france']
1736,25425605,shopp(er|ing),adsquare data alliance > fr > place visits > by brand > shopping > clothing and accessories > men's apparel > jules ,['france']
1416,25420982,shopp(er|ing),adsquare data alliance > fr > place visits > by brand > shopping > clothing and accessories > shoes-footwear > bata ,['france']
1420,25421134,shopp(er|ing),adsquare data alliance > fr > place visits > by brand > shopping > clothing and accessories > shoes-footwear > besson chaussures ,['france']
1431,25421289,shopp(er|ing),adsquare data alliance > fr > place visits > by brand > shopping > clothing and accessories > shoes-footwear > bocage ,['france']
1511,25422218,shopp(er|ing),adsquare data alliance > fr > place visits > by brand > shopping > clothing and accessories > shoes-footwear > chaussea ,['france']
1473,25421728,shopp(er|ing),adsquare data alliance > fr > place visits > by brand > shopping > clothing and accessories > shoes-footwear > courir ,['france']
1635,25424145,shopp(er|ing),adsquare data alliance > fr > place visits > by brand > shopping > clothing and accessories > shoes-footwear > foot locker ,['france']
1617,25423766,shopp(er|ing),adsquare data alliance > fr > place visits > by brand > shopping > clothing and accessories > shoes-footwear > france arno ,['france']
1652,25424354,shopp(er|ing),adsquare data alliance > fr > place visits > by brand > shopping > clothing and accessories > shoes-footwear > geox ,['france']
1700,25425000,shopp(er|ing),adsquare data alliance > fr > place visits > by brand > shopping > clothing and accessories > shoes-footwear > heyraud ,['france']
1789,25426203,shopp(er|ing),adsquare data alliance > fr > place visits > by brand > shopping > clothing and accessories > shoes-footwear > la halle ,['france']
1790,25426204,shopp(er|ing),adsquare data alliance > fr > place visits > by brand > shopping > clothing and accessories > shoes-footwear > la halle aux chaussures ,['france']
1807,25426431,shopp(er|ing),adsquare data alliance > fr > place visits > by brand > shopping > clothing and accessories > shoes-footwear > loding ,['france']
1532,25422721,shopp(er|ing),adsquare data alliance > fr > place visits > by brand > shopping > clothing and accessories > specialty clothing store > cotelac ,['france']
1360,25418930,shopp(er|ing),adsquare data alliance > fr > place visits > by brand > shopping > clothing and accessories > women's apparel > 1. 2. 3. ,['france']
1394,25420052,shopp(er|ing),adsquare data alliance > fr > place visits > by brand > shopping > clothing and accessories > women's apparel > antonelle ,['france']
1404,25420434,shopp(er|ing),adsquare data alliance > fr > place visits > by brand > shopping > clothing and accessories > women's apparel > bcbgmaxazria ,['france']
1483,25421907,shopp(er|ing),adsquare data alliance > fr > place visits > by brand > shopping > clothing and accessories > women's apparel > cannelle ,['france']
1462,25421609,shopp(er|ing),adsquare data alliance > fr > place visits > by brand > shopping > clothing and accessories > women's apparel > chattawak ,['france']
1467,25421708,shopp(er|ing),adsquare data alliance > fr > place visits > by brand > shopping > clothing and accessories > women's apparel > comptoir des cotonniers ,['france']
1552,25423039,shopp(er|ing),adsquare data alliance > fr > place visits > by brand > shopping > clothing and accessories > women's apparel > darjeeling ,['france']
1547,25422893,shopp(er|ing),adsquare data alliance > fr > place visits > by brand > shopping > clothing and accessories > women's apparel > devernois ,['france']
1588,25423387,shopp(er|ing),adsquare data alliance > fr > place visits > by brand > shopping > clothing and accessories > women's apparel > esprit ,['france']
1611,25423642,shopp(er|ing),adsquare data alliance > fr > place visits > by brand > shopping > clothing and accessories > women's apparel > etam ,['france']
1612,25423644,shopp(er|ing),adsquare data alliance > fr > place visits > by brand > shopping > clothing and accessories > women's apparel > etam lingerie ,['france']
1739,25425627,shopp(er|ing),adsquare data alliance > fr > place visits > by brand > shopping > clothing and accessories > women's apparel > jacqueline riu ,['france']
1758,25425879,shopp(er|ing),adsquare data alliance > fr > place visits > by brand > shopping > clothing and accessories > women's apparel > kookai ,['france']
1805,25426347,shopp(er|ing),adsquare data alliance > fr > place visits > by brand > shopping > clothing and accessories > women's apparel > levi's ,['france']
1436,25421359,shopp(er|ing),adsquare data alliance > fr > place visits > by brand > shopping > consumer goods > consumer goods > boulanger ,['france']
1799,25426296,shopp(er|ing),adsquare data alliance > fr > place visits > by brand > shopping > consumer goods > discount store > leader price ,['france']
1392,25420040,shopp(er|ing),adsquare data alliance > fr > place visits > by brand > shopping > consumer goods > pet supply > animalis ,['france']
1502,25422086,shopp(er|ing),adsquare data alliance > fr > place visits > by brand > shopping > consumer goods > specialty store > cash piscines ,['france']
1567,25423203,shopp(er|ing),adsquare data alliance > fr > place visits > by brand > shopping > consumer goods > specialty store > dock games ,['france']
1702,25425047,shopp(er|ing),adsquare data alliance > fr > place visits > by brand > shopping > consumer goods > specialty store > histoire d'or ,['france']
1749,25425771,shopp(er|ing),adsquare data alliance > fr > place visits > by brand > shopping > consumer goods > specialty store > julien d'orcel ,['france']
1788,25426202,shopp(er|ing),adsquare data alliance > fr > place visits > by brand > shopping > consumer goods > specialty store > la grande recre ,['france']
1543,25422873,shopp(er|ing),adsquare data alliance > fr > place visits > by brand > shopping > consumer goods > sporting goods store > decathlon ,['france']
1657,25424376,shopp(er|ing),adsquare data alliance > fr > place visits > by brand > shopping > consumer goods > sporting goods store > go sport ,['france']
1722,25425393,shopp(er|ing),adsquare data alliance > fr > place visits > by brand > shopping > consumer goods > sporting goods store > intersport ,['france']
1648,25424330,shopp(er|ing),adsquare data alliance > fr > place visits > by brand > shopping > department store > department store > galeries lafayette ,['france']
1553,25423040,shopp(er|ing),adsquare data alliance > fr > place visits > by brand > shopping > electronics > consumer electronics store > darty ,['france']
1666,25424439,shopp(er|ing),adsquare data alliance > fr > place visits > by brand > shopping > electronics > consumer electronics store > game ,['france']
1437,25421360,shopp(er|ing),adsquare data alliance > fr > place visits > by brand > shopping > electronics > mobile retailer > bouygues telecom ,['france']
1523,25422616,shopp(er|ing),adsquare data alliance > fr > place visits > by brand > shopping > food and drink > food-beverage specialty store > comtesse du barry ,['france']
1786,25426194,shopp(er|ing),adsquare data alliance > fr > place visits > by brand > shopping > food and drink > food-beverage specialty store > la brioche doree ,['france']
1798,25426291,shopp(er|ing),adsquare data alliance > fr > place visits > by brand > shopping > food and drink > food-beverage specialty store > le repaire de bacchus ,['france']
1363,25419532,shopp(er|ing),adsquare data alliance > fr > place visits > by brand > shopping > food and drink > grocery > 8 a huit ,['france']
1370,25419618,shopp(er|ing),adsquare data alliance > fr > place visits > by brand > shopping > food and drink > grocery > aldi ,['france']
1400,25420187,shopp(er|ing),adsquare data alliance > fr > place visits > by brand > shopping > food and drink > grocery > auchan ,['france']
1401,25420188,shopp(er|ing),adsquare data alliance > fr > place visits > by brand > shopping > food and drink > grocery > auchan drive ,['france']
1426,25421226,shopp(er|ing),adsquare data alliance > fr > place visits > by brand > shopping > food and drink > grocery > bio c' bon ,['france']
1488,25422019,shopp(er|ing),adsquare data alliance > fr > place visits > by brand > shopping > food and drink > grocery > carrefour ,['france']
1490,25422023,shopp(er|ing),adsquare data alliance > fr > place visits > by brand > shopping > food and drink > grocery > carrefour city ,['france']
1489,25422021,shopp(er|ing),adsquare data alliance > fr > place visits > by brand > shopping > food and drink > grocery > carrefour contact ,['france']
1491,25422024,shopp(er|ing),adsquare data alliance > fr > place visits > by brand > shopping > food and drink > grocery > carrefour drive ,['france']
1495,25422033,shopp(er|ing),adsquare data alliance > fr > place visits > by brand > shopping > food and drink > grocery > carrefour express ,['france']
1498,25422039,shopp(er|ing),adsquare data alliance > fr > place visits > by brand > shopping > food and drink > grocery > carrefour market ,['france']
1521,25422504,shopp(er|ing),adsquare data alliance > fr > place visits > by brand > shopping > food and drink > grocery > coccimarket ,['france']
1465,25421695,shopp(er|ing),adsquare data alliance > fr > place visits > by brand > shopping > food and drink > grocery > coccinelle ,['france']
1471,25421720,shopp(er|ing),adsquare data alliance > fr > place visits > by brand > shopping > food and drink > grocery > cora ,['france']
1565,25423135,shopp(er|ing),adsquare data alliance > fr > place visits > by brand > shopping > food and drink > grocery > dia ,['france']
1576,25423337,shopp(er|ing),adsquare data alliance > fr > place visits > by brand > shopping > food and drink > grocery > e.leclerc drive ,['france']
1578,25423346,shopp(er|ing),adsquare data alliance > fr > place visits > by brand > shopping > food and drink > grocery > ed ,['france']
1645,25424321,shopp(er|ing),adsquare data alliance > fr > place visits > by brand > shopping > food and drink > grocery > g20 ,['france']
1685,25424739,shopp(er|ing),adsquare data alliance > fr > place visits > by brand > shopping > food and drink > grocery > geant casino ,['france']
1677,25424652,shopp(er|ing),adsquare data alliance > fr > place visits > by brand > shopping > food and drink > grocery > grand frais ,['france']
1718,25425388,shopp(er|ing),adsquare data alliance > fr > place visits > by brand > shopping > food and drink > grocery > intermarche ,['france']
1726,25425493,shopp(er|ing),adsquare data alliance > fr > place visits > by brand > shopping > food and drink > grocery > intermarche contact ,['france']
1727,25425494,shopp(er|ing),adsquare data alliance > fr > place visits > by brand > shopping > food and drink > grocery > intermarche express ,['france']
1728,25425495,shopp(er|ing),adsquare data alliance > fr > place visits > by brand > shopping > food and drink > grocery > intermarche hyper ,['france']
1729,25425496,shopp(er|ing),adsquare data alliance > fr > place visits > by brand > shopping > food and drink > grocery > intermarche super ,['france']
1776,25426113,shopp(er|ing),adsquare data alliance > fr > place visits > by brand > shopping > food and drink > grocery > le mutant ,['france']
1782,25426147,shopp(er|ing),adsquare data alliance > fr > place visits > by brand > shopping > food and drink > grocery > lidl ,['france']
1740,25425679,shopp(er|ing),adsquare data alliance > fr > place visits > by brand > shopping > food and drink > sweet shop > jeff de bruges ,['france']
1503,25422128,shopp(er|ing),adsquare data alliance > fr > place visits > by brand > shopping > food and drink > wine and liquor > cavavin ,['france']
1443,25421518,shopp(er|ing),"adsquare data alliance > fr > place visits > by brand > shopping > hardware, house and garden > furniture store > but ",['france']
1669,25424454,shopp(er|ing),"adsquare data alliance > fr > place visits > by brand > shopping > hardware, house and garden > garden center > gamm vert ",['france']
1398,25420172,shopp(er|ing),"adsquare data alliance > fr > place visits > by brand > shopping > hardware, house and garden > home improvement-hardware store > asturienne ",['france']
1423,25421208,shopp(er|ing),"adsquare data alliance > fr > place visits > by brand > shopping > hardware, house and garden > home improvement-hardware store > bigmat ",['france']
1438,25421393,shopp(er|ing),"adsquare data alliance > fr > place visits > by brand > shopping > hardware, house and garden > home improvement-hardware store > brico depot ",['france']
1439,25421394,shopp(er|ing),"adsquare data alliance > fr > place visits > by brand > shopping > hardware, house and garden > home improvement-hardware store > bricomarche ",['france']
1504,25422135,shopp(er|ing),"adsquare data alliance > fr > place visits > by brand > shopping > hardware, house and garden > home improvement-hardware store > cedeo ",['france']
1533,25422726,shopp(er|ing),"adsquare data alliance > fr > place visits > by brand > shopping > hardware, house and garden > home improvement-hardware store > couleurs de tollens ",['france']
1791,25426210,shopp(er|ing),"adsquare data alliance > fr > place visits > by brand > shopping > hardware, house and garden > home improvement-hardware store > la plateforme du batiment ",['france']
1773,25426104,shopp(er|ing),"adsquare data alliance > fr > place visits > by brand > shopping > hardware, house and garden > home improvement-hardware store > lapeyre ",['france']
1778,25426122,shopp(er|ing),"adsquare data alliance > fr > place visits > by brand > shopping > hardware, house and garden > home improvement-hardware store > leroy merlin ",['france']
1784,25426177,shopp(er|ing),"adsquare data alliance > fr > place visits > by brand > shopping > hardware, house and garden > home improvement-hardware store > loxam ",['france']
1388,25419910,shopp(er|ing),"adsquare data alliance > fr > place visits > by brand > shopping > hardware, house and garden > home specialty store > alinea ",['france']
1535,25422808,shopp(er|ing),"adsquare data alliance > fr > place visits > by brand > shopping > hardware, house and garden > home specialty store > cuisine plus ",['france']
1536,25422809,shopp(er|ing),"adsquare data alliance > fr > place visits > by brand > shopping > hardware, house and garden > home specialty store > cuisines references ",['france']
1715,25425352,shopp(er|ing),"adsquare data alliance > fr > place visits > by brand > shopping > hardware, house and garden > home specialty store > ikea ",['france']
1797,25426277,shopp(er|ing),"adsquare data alliance > fr > place visits > by brand > shopping > hardware, house and garden > home specialty store > laurie lumiere ",['france']
1525,25422619,shopp(er|ing),"adsquare data alliance > fr > place visits > by brand > shopping > hardware, house and garden > major appliance > conforama ",['france']
1515,25422266,shopp(er|ing),adsquare data alliance > fr > place visits > by category > shopping > clothing and accessories > children's apparel ,['france']
1529,25422642,shopp(er|ing),adsquare data alliance > fr > place visits > by category > shopping > electronics > consumer electronics store ,['france']
1673,25424480,shopp(er|ing),"adsquare data alliance > fr > place visits > by category > shopping > hardware, house and garden > garden center ",['france']
1709,25425121,shopp(er|ing),"adsquare data alliance > fr > place visits > by category > shopping > hardware, house and garden > home improvement-hardware store ",['france']
1641,25424266,shopp(er|ing),adsquare data alliance > gb > place visits > by brand > shopping > clothing and accessories > clothing and accessories > french connection ,['france']
1579,25423347,shopp(er|ing),adsquare data alliance > gb > place visits > by brand > shopping > electronics > consumer electronics store > ee ,['estonia']
1242,24952403,shopp(er|ing),adsquare data alliance > it > black friday 2020 audiences > black friday 2020 - discount shoppers ,['italy']
1246,24952580,shopp(er|ing),adsquare data alliance > it > black friday 2020 audiences > black friday 2020 - luxury shoppers ,['italy']
1250,24952701,shopp(er|ing),adsquare data alliance > it > black friday 2020 audiences > black friday 2020 - online shoppers ,['italy']
1238,13829611,shopp(er|ing),adsquare data alliance > it > interests > shopping > back to school shoppers ,['italy']
1268,13829367,shopp(er|ing),adsquare data alliance > it > interests > shopping > discounter shoppers ,['italy']
1274,13829616,shopp(er|ing),adsquare data alliance > it > interests > shopping > grocery shoppers ,['italy']
588,14740980,shopp(er|ing),adsquare data alliance > it > interests > shopping > seasonal > black friday > black friday - deal seekers ,['italy']
589,14740981,shopp(er|ing),adsquare data alliance > it > interests > shopping > seasonal > black friday > black friday - gadgets seekers ,['italy']
541,14587226,shopp(er|ing),adsquare data alliance > it > interests > shopping > seasonal > black friday > black friday shoppers ,['italy']
542,14587227,shopp(er|ing),adsquare data alliance > it > interests > shopping > seasonal > christmas > christmas shoppers ,['italy']
591,14740985,shopp(er|ing),adsquare data alliance > it > interests > shopping > seasonal > christmas > christmas shoppers - bargain hunters ,['italy']
590,14740982,shopp(er|ing),adsquare data alliance > it > interests > shopping > seasonal > christmas > christmas shoppers - families with children ,['italy']
592,14740986,shopp(er|ing),adsquare data alliance > it > interests > shopping > seasonal > christmas > christmas shoppers - gadget seekers ,['italy']
593,14740987,shopp(er|ing),adsquare data alliance > it > interests > shopping > seasonal > christmas > christmas shoppers - loved ones ,['italy']
594,14740988,shopp(er|ing),adsquare data alliance > it > interests > shopping > seasonal > christmas > christmas shoppers - retail discounts ,['italy']
1304,13829414,shopp(er|ing),adsquare data alliance > it > interests > shopping > shoppers ,['italy']
1285,13829594,shopp(er|ing),adsquare data alliance > it > interests > style and fashion > luxury shoppers ,['italy']
1625,25423907,shopp(er|ing),adsquare data alliance > it > place visits > by brand > shopping > bookshop > book store > feltrinelli ,['italy']
1656,25424363,shopp(er|ing),adsquare data alliance > it > place visits > by brand > shopping > bookshop > book store > giunti al punto ,['italy']
1407,25420465,shopp(er|ing),adsquare data alliance > it > place visits > by brand > shopping > clothing and accessories > clothing and accessories > bernardi ,['italy']
1453,25421561,shopp(er|ing),adsquare data alliance > it > place visits > by brand > shopping > clothing and accessories > clothing and accessories > calzedonia ,['italy']
1632,25424142,shopp(er|ing),adsquare data alliance > it > place visits > by brand > shopping > clothing and accessories > clothing and accessories > foot locker ,['italy']
1680,25424701,shopp(er|ing),adsquare data alliance > it > place visits > by brand > shopping > clothing and accessories > clothing and accessories > gucci ,['italy']
1681,25424713,shopp(er|ing),adsquare data alliance > it > place visits > by brand > shopping > clothing and accessories > clothing and accessories > guess ,['italy']
1687,25424752,shopp(er|ing),adsquare data alliance > it > place visits > by brand > shopping > clothing and accessories > clothing and accessories > h&m ,['italy']
1770,25426066,shopp(er|ing),adsquare data alliance > it > place visits > by brand > shopping > clothing and accessories > clothing and accessories > lacoste ,['italy']
1505,25422143,shopp(er|ing),adsquare data alliance > it > place visits > by brand > shopping > clothing and accessories > men's apparel > celio ,['italy']
1414,25420980,shopp(er|ing),adsquare data alliance > it > place visits > by brand > shopping > clothing and accessories > shoes-footwear > bata ,['italy']
1479,25421852,shopp(er|ing),adsquare data alliance > it > place visits > by brand > shopping > clothing and accessories > shoes-footwear > camper ,['italy']
1650,25424351,shopp(er|ing),adsquare data alliance > it > place visits > by brand > shopping > clothing and accessories > shoes-footwear > geox ,['italy']
1802,25426341,shopp(er|ing),adsquare data alliance > it > place visits > by brand > shopping > clothing and accessories > women's apparel > levi's ,['italy']
