,id,hit,name,countries
475,13722482, lov(e|ing) ,fidall > fr > lingerie buyers > love city ,['france']
458,13229124,divorce,adsquare data alliance > fr > demographics > marital status > divorced ,['france']
14,4073729,divorce,international_eu - france relationship status - divorced ,['france']
26,4074651,divorce,international_eu - germany relationship status - divorced ,['germany']
40,4075657,divorce,international_eu - italy relationship status - divorced ,['italy']
56,4071341,divorce,international_eu - spain relationship status - divorced ,['spain']
447,11251793,divorce,"sharethis - ca, fr, de, uk, au, hk - life event - divorce","['germany', 'france']"
73,4708917,divorce,xaxisde_divorce ,['germany']
74,4709353,divorce,xaxisde_divorce_de ,['germany']
993,21019093,dog ?owner,eyeota - dk ndr - 15 kantar media tns dk - tns gallup pets - dog owners,['denmark']
994,21019211,dog ?owner,eyeota - fi ndr - 21 kantar mind - kantar mind pets - kantar dog owners,['finland']
999,21025653,dog ?owner,eyeota - se ndr - 18 kantar media tgi se - orvesto pets - dog owners,['sweden']
474,13721025,dreams,fidall > fr > hi tech product buyers > virtual dreams ,['france']
1809,25512820,dreams,plistapoland_wm_ikea_affordable_dreams_02_2021 ,['poland']
769,17630804,hipster,mbbmedia_fr_culture_humorists_hipsters ,['france']
407,11212880,hipster,mbbmedia_fr_music_electro_hipster ,['france']
401,11207672,hipster,mbbmedia_fr_music_pop_hipster ,['france']
403,11207710,hipster,mbbmedia_fr_music_pop_hipster_frenchartists ,['france']
402,11207698,hipster,mbbmedia_fr_music_pop_hipster_internationalartists ,['france']
405,11208388,hipster,mbbmedia_fr_music_rap-hiphop_newschool_hipster_esartists ,['france']
404,11208377,hipster,mbbmedia_fr_music_rap-hiphop_newschool_hipster_usartists ,['france']
657,15280746,hipster,xaxisbel_gs_predicts_hipsters_rule ,['belgium']
662,15285769,hipster,xaxisde_gs_predicts_hipsters_rule ,['germany']
348,11014774,hipster,xaxisdk_gs_predicts_hipsters_rule ,['denmark']
347,11014702,hipster,xaxises_gs_predicts_hipsters_rule ,['spain']
349,11042147,hipster,xaxispt_gs_predicts_hipsters_rule ,['portugal']
654,15277853,hipster,xaxisro_gs_predicts_hipsters_rule ,['romania']
611,15101105,pension,branded data > nordic data resources > denmark > economy > employment > pensioner (power reach) ,['denmark']
391,11156212,pension,branded data > nordic data resources > denmark > economy > employment > pensioner (super target) ,['denmark']
371,11154752,pension,branded data > nordic data resources > denmark > online mosaic > new 2017 mosaic > (k) the quiet pensioner ,['denmark']
130,8011079,pension,branded data > nordic data resources > denmark > super target > loans & pensions ,['denmark']
136,8012563,pension,branded data > nordic data resources > denmark > super target > loans & pensions > loans & credit ,['denmark']
135,8012560,pension,branded data > nordic data resources > denmark > super target > loans & pensions > pensions & savings ,['denmark']
380,11155529,pension,branded data > nordic data resources > finland > family type > pension-age (65- yrs) ,['finland']
139,8013379,pension,branded data > nordic data resources > finland > super target > family type > no children > pension-age (65- yrs) ,['finland']
771,18065049,pension,data owners > experian it > mosaic audiences > mosaic > b08 - pensionati attivi,['italy']
901,19390695,pension,data owners > experian it > mosaic audiences > mosaic > b08 - pensionati attivi,['italy']
900,19389881,pension,data owners > experian it > mosaic audiences > mosaic > i24 - pensionati al mare,['italy']
899,19389872,pension,data owners > experian it > mosaic audiences > mosaic > k31 - operai in eta pensionabile,['italy']
902,19391139,pension,data owners > experian it > mosaic audiences > mosaic > k34 - operai in pensione,['italy']
682,15964108,pension,data owners > experian it > premium audiences > mosaic > b08 - pensionati attivi,['italy']
679,15963690,pension,data owners > experian it > premium audiences > mosaic > i24 - pensionati al mare,['italy']
681,15963945,pension,data owners > experian it > premium audiences > mosaic > k31 - operai in eta pensionabile,['italy']
680,15963784,pension,data owners > experian it > premium audiences > mosaic > k34 - operai in pensione,['italy']
678,15962033,pension,es_havas_santander_planespensiones_appcontextual_dic18 ,['spain']
683,15962016,pension,es_havas_santander_planespensiones_dic18 ,['spain']
684,15962017,pension,es_havas_santander_planespensiones_dic18 ,['spain']
749,15675780,pension,eyeota - dk ndr - 01 online mosaic - (k) the quiet pensioner,['denmark']
703,15676048,pension,eyeota - dk ndr - 04 economy - employment - pensioner ,['denmark']
733,15676046,pension,eyeota - dk ndr - 04 economy - employment - pensioner ,['denmark']
767,17576519,pension,eyeota - se ndr - 18 kantar media tgi se - orvesto lifestyle - lifecycle - single pensioner,['sweden']
476,13722758,pension,gfk > de > financial market services > private pension insurance > 3: high ,['germany']
1863,25641235,pension,gh-nl_gps_xandr_gh_specific_household-work-situation-pensioner_high_audio-outstream_default,['netherlands']
1339,24642956,pension,gh-nl_gps_xandr_gh_specific_household-work-situation-pensioner_high_display_default,['netherlands']
1827,25454028,pension,gh-nl_gps_xandr_gh_specific_household-work-situation-pensioner_high_display_default,['netherlands']
1917,25642229,pension,gh-nl_gps_xandr_gh_specific_household-work-situation-pensioner_high_instream_default,['netherlands']
1864,25641236,pension,gh-nl_gps_xandr_gh_specific_household-work-situation-pensioner_low_audio-outstream_default,['netherlands']
1340,24642957,pension,gh-nl_gps_xandr_gh_specific_household-work-situation-pensioner_low_display_default,['netherlands']
1828,25454029,pension,gh-nl_gps_xandr_gh_specific_household-work-situation-pensioner_low_display_default,['netherlands']
1918,25642231,pension,gh-nl_gps_xandr_gh_specific_household-work-situation-pensioner_low_instream_default,['netherlands']
1865,25641237,pension,gh-nl_gps_xandr_gh_specific_household-work-situation-pensioner_medium_audio-outstream_default,['netherlands']
1341,24642958,pension,gh-nl_gps_xandr_gh_specific_household-work-situation-pensioner_medium_display_default,['netherlands']
1829,25454030,pension,gh-nl_gps_xandr_gh_specific_household-work-situation-pensioner_medium_display_default,['netherlands']
1919,25642232,pension,gh-nl_gps_xandr_gh_specific_household-work-situation-pensioner_medium_instream_default,['netherlands']
1881,25641526,pension,gh-nl_non-gps_xandr_gh_specific_household-work-situation-pensioner_high_audio-outstream_default,['netherlands']
1357,24643213,pension,gh-nl_non-gps_xandr_gh_specific_household-work-situation-pensioner_high_display_default,['netherlands']
1845,25454315,pension,gh-nl_non-gps_xandr_gh_specific_household-work-situation-pensioner_high_display_default,['netherlands']
1899,25642528,pension,gh-nl_non-gps_xandr_gh_specific_household-work-situation-pensioner_high_instream_default,['netherlands']
1882,25641527,pension,gh-nl_non-gps_xandr_gh_specific_household-work-situation-pensioner_low_audio-outstream_default,['netherlands']
1358,24643214,pension,gh-nl_non-gps_xandr_gh_specific_household-work-situation-pensioner_low_display_default,['netherlands']
1846,25454316,pension,gh-nl_non-gps_xandr_gh_specific_household-work-situation-pensioner_low_display_default,['netherlands']
1900,25642529,pension,gh-nl_non-gps_xandr_gh_specific_household-work-situation-pensioner_low_instream_default,['netherlands']
1883,25641528,pension,gh-nl_non-gps_xandr_gh_specific_household-work-situation-pensioner_medium_audio-outstream_default,['netherlands']
1359,24643215,pension,gh-nl_non-gps_xandr_gh_specific_household-work-situation-pensioner_medium_display_default,['netherlands']
1847,25454317,pension,gh-nl_non-gps_xandr_gh_specific_household-work-situation-pensioner_medium_display_default,['netherlands']
1901,25642530,pension,gh-nl_non-gps_xandr_gh_specific_household-work-situation-pensioner_medium_instream_default,['netherlands']
414,11054077,pension,kbm group - germany - microm data | microm typology  - neighbourhood types | group f: pensioners in simple post-war buildings | common people in tenements,['germany']
415,11054084,pension,kbm group - germany - microm data | microm typology  - neighbourhood types | group f: pensioners in simple post-war buildings | common single pensioners,['germany']
416,11054057,pension,kbm group - germany - microm data | microm typology  - neighbourhood types | group f: pensioners in simple post-war buildings | middle class in older districts,['germany']
677,15264391,pension,"lifecycle > e: pensioners (digiseg is a real-time data provider = no loads displayed but full reach in spain, netherland, sweden, norway, denmark, hungary (es nl se no dk hu) incl. ios, safari, ctv, audio, in-app, in-gaming, video, mobile and display)","['denmark', 'spain', 'hungary', 'netherlands', 'sweden']"
477,13724021,pension,nordic data resources > dk > f grey perspectives > f22 minimum pensions ,['denmark']
480,13724151,pension,"nordic data resources > fi > f post-career life > f19 pension, local shop and tv ",['finland']
478,13724122,pension,nordic data resources > fi > f post-career life > f20 town pensioners ,['finland']
479,13724124,pension,nordic data resources > fi > f post-career life > f21 active pensioners ,['finland']
998,18351969,pension,semasio - at: classic extended audience - life stage - pensioner,['austria']
1148,19502576,pension,semasio - ch (de): classic extended audience - life stage - pensioner,['germany']
1925,18047368,pension,semasio - de: life stage - pensioner,['germany']
1169,22491140,pension,semasio - de: performance advertising - life stage - pensioner,['germany']
997,18846952,pension,semasio - fr: classic extended audience - life stage - pensioner,['france']
273,8267242,pension,"sharethis - ca, fr, de, uk, au, hk - finance - financial planning & management - retirement & pension","['germany', 'france']"
98,8757623,pension,xaxisdk_danica_pension_b2b ,['denmark']
1219,24279691,pension,xaxises_pr_ibercaja_pensiones_kw ,['spain']
1218,24279690,pension,xaxises_pr_ibercaja_pensiones_kw_octubre ,['spain']
97,523054,pension,yd_lacaixa_planpensiones_es ,['spain']
768,17624211,romantic,mbbmedia_fr_music_classic_romantic ,['france']
406,11212854,romantic,mbbmedia_fr_music_music_classic_romantic ,['france']
77,2146614,romantic,xaxisema_romantic_breaks_241014 ,['europe']
676,15886218,shopp(er|ing),180bytwo > loci mobile audiences > retail > apparel shoppers > francescas,['france']
1452,25421542,shopp(er|ing),adsquare data alliance > at > place visits > by brand > shopping > clothing and accessories > children's apparel > c&a ,['austria']
1606,25423604,shopp(er|ing),adsquare data alliance > at > place visits > by brand > shopping > clothing and accessories > clothing and accessories > ernsting's family ,['austria']
1558,25423077,shopp(er|ing),adsquare data alliance > at > place visits > by brand > shopping > clothing and accessories > shoes-footwear > deichmann ,['austria']
1741,25425681,shopp(er|ing),adsquare data alliance > at > place visits > by brand > shopping > clothing and accessories > shoes-footwear > jello ,['austria']
1589,25423392,shopp(er|ing),adsquare data alliance > at > place visits > by brand > shopping > clothing and accessories > women's apparel > esprit ,['austria']
1620,25423779,shopp(er|ing),adsquare data alliance > at > place visits > by brand > shopping > clothing and accessories > women's apparel > fussl modestrasse ,['austria']
1747,25425745,shopp(er|ing),adsquare data alliance > at > place visits > by brand > shopping > clothing and accessories > women's apparel > jones ,['austria']
1764,25425940,shopp(er|ing),adsquare data alliance > at > place visits > by brand > shopping > clothing and accessories > women's apparel > kik ,['austria']
1636,25424215,shopp(er|ing),adsquare data alliance > at > place visits > by brand > shopping > consumer goods > specialty store > forstinger ,['austria']
1705,25425095,shopp(er|ing),adsquare data alliance > at > place visits > by brand > shopping > consumer goods > specialty store > holland blumen mark ,['austria']
1699,25424997,shopp(er|ing),adsquare data alliance > at > place visits > by brand > shopping > consumer goods > sporting goods store > hervis ,['austria']
1723,25425398,shopp(er|ing),adsquare data alliance > at > place visits > by brand > shopping > consumer goods > sporting goods store > intersport ,['austria']
1697,25424949,shopp(er|ing),adsquare data alliance > at > place visits > by brand > shopping > electronics > consumer electronics store > hartlauer ,['austria']
1393,25420041,shopp(er|ing),adsquare data alliance > at > place visits > by brand > shopping > food and drink > bakery and baked goods store > anker ,['austria']
1365,25419585,shopp(er|ing),adsquare data alliance > at > place visits > by brand > shopping > food and drink > grocery > adeg ,['austria']
1408,25420479,shopp(er|ing),adsquare data alliance > at > place visits > by brand > shopping > food and drink > grocery > billa ,['austria']
1595,25423415,shopp(er|ing),adsquare data alliance > at > place visits > by brand > shopping > food and drink > grocery > eurospar ,['austria']
1703,25425056,shopp(er|ing),adsquare data alliance > at > place visits > by brand > shopping > food and drink > grocery > hofer ,['austria']
1719,25425389,shopp(er|ing),adsquare data alliance > at > place visits > by brand > shopping > food and drink > grocery > interspar ,['austria']
1783,25426152,shopp(er|ing),adsquare data alliance > at > place visits > by brand > shopping > food and drink > grocery > lidl ,['austria']
1574,25423332,shopp(er|ing),"adsquare data alliance > at > place visits > by brand > shopping > hardware, house and garden > furniture store > danisches bettenlager ",['austria']
1794,25426239,shopp(er|ing),"adsquare data alliance > at > place visits > by brand > shopping > hardware, house and garden > home improvement-hardware store > lagerhaus ",['austria']
1516,25422276,shopp(er|ing),adsquare data alliance > at > place visits > by category > shopping > clothing and accessories > children's apparel ,['austria']
1531,25422651,shopp(er|ing),adsquare data alliance > at > place visits > by category > shopping > electronics > consumer electronics store ,['austria']
1674,25424489,shopp(er|ing),"adsquare data alliance > at > place visits > by category > shopping > hardware, house and garden > garden center ",['austria']
1710,25425130,shopp(er|ing),"adsquare data alliance > at > place visits > by category > shopping > hardware, house and garden > home improvement-hardware store ",['austria']
1640,25424265,shopp(er|ing),adsquare data alliance > au > place visits > by brand > shopping > clothing and accessories > clothing and accessories > french connection ,['france']
1598,25423452,shopp(er|ing),adsquare data alliance > be > appusage > shopping > ecommerce ,['belgium']
1623,25423842,shopp(er|ing),adsquare data alliance > be > interests > shopping > fashion > fashion lovers ,['belgium']
1744,25425705,shopp(er|ing),adsquare data alliance > be > interests > shopping > fashion > jewellery and watch buyers ,['belgium']
1413,25420657,shopp(er|ing),adsquare data alliance > be > interests > shopping > seasonal > back to school shoppers ,['belgium']
1463,25421681,shopp(er|ing),adsquare data alliance > be > place visits > by brand > shopping > clothing and accessories > children's apparel > cks ,['belgium']
1732,25425559,shopp(er|ing),adsquare data alliance > be > place visits > by brand > shopping > clothing and accessories > clothing and accessories > jack & jones ,['belgium']
1411,25420606,shopp(er|ing),adsquare data alliance > be > place visits > by brand > shopping > clothing and accessories > women's apparel > bruphils ,['belgium']
1787,25426201,shopp(er|ing),adsquare data alliance > be > place visits > by brand > shopping > consumer goods > specialty store > la grande recre ,['belgium']
1615,25423679,shopp(er|ing),adsquare data alliance > be > place visits > by brand > shopping > electronics > consumer electronics store > exellent electro ,['belgium']
1759,25425890,shopp(er|ing),adsquare data alliance > be > place visits > by brand > shopping > electronics > consumer electronics store > krefel ,['belgium']
1385,25419888,shopp(er|ing),adsquare data alliance > be > place visits > by brand > shopping > food and drink > grocery > albert heijn ,['belgium']
1494,25422029,shopp(er|ing),adsquare data alliance > be > place visits > by brand > shopping > food and drink > grocery > carrefour express ,['belgium']
1800,25426322,shopp(er|ing),adsquare data alliance > be > place visits > by brand > shopping > food and drink > sweet shop > leonidas ,['belgium']
1240,24952384,shopp(er|ing),adsquare data alliance > de > black friday 2020 audiences > black friday 2020 - discount shoppers ,['germany']
1244,24952561,shopp(er|ing),adsquare data alliance > de > black friday 2020 audiences > black friday 2020 - luxury shoppers ,['germany']
1248,24952642,shopp(er|ing),adsquare data alliance > de > black friday 2020 audiences > black friday 2020 - online shoppers ,['germany']
1260,24955590,shopp(er|ing),adsquare data alliance > de > christmas 2020 audiences > christmas targeting - bargain shoppers ,['germany']
1261,24955659,shopp(er|ing),adsquare data alliance > de > christmas 2020 audiences > christmas targeting - online shoppers ,['germany']
1262,24955669,shopp(er|ing),adsquare data alliance > de > christmas 2020 audiences > christmas targeting - toy shoppers ,['germany']
1259,14740820,shopp(er|ing),adsquare data alliance > de > christmas shoppers - retail discounts ,['germany']
1291,24967663,shopp(er|ing),adsquare data alliance > de > covid-19 audiences (corona pandemic) > covid-19 food &amp; catering > online grocery shoppers ,['germany']
1233,24938603,shopp(er|ing),adsquare data alliance > de > covid-19 audiences (corona pandemic) > covid-19 shopping  > amazon shoppers ,['germany']
1253,24953047,shopp(er|ing),adsquare data alliance > de > covid-19 audiences (corona pandemic) > covid-19 shopping  > brick & mortar shoppers ,['germany']
1256,24953796,shopp(er|ing),adsquare data alliance > de > covid-19 audiences (corona pandemic) > covid-19 shopping  > car buyers ,['germany']
1276,24967368,shopp(er|ing),adsquare data alliance > de > covid-19 audiences (corona pandemic) > covid-19 shopping  > home improvement shoppers ,['germany']
1289,24967657,shopp(er|ing),adsquare data alliance > de > covid-19 audiences (corona pandemic) > covid-19 shopping  > online consumer electronic shoppers ,['germany']
1290,24967660,shopp(er|ing),adsquare data alliance > de > covid-19 audiences (corona pandemic) > covid-19 shopping  > online fashion shoppers ,['germany']
1292,24967666,shopp(er|ing),adsquare data alliance > de > covid-19 audiences (corona pandemic) > covid-19 shopping  > online shopping novices ,['germany']
1273,13225884,shopp(er|ing),adsquare data alliance > de > interests > food and drink > grocery shoppers ,['germany']
1236,13225770,shopp(er|ing),adsquare data alliance > de > interests > shopping > back to school shoppers ,['germany']
1266,13225826,shopp(er|ing),adsquare data alliance > de > interests > shopping > discounter shoppers ,['germany']
569,14740810,shopp(er|ing),adsquare data alliance > de > interests > shopping > seasonal > black friday > black friday - deal seekers ,['germany']
543,14587346,shopp(er|ing),adsquare data alliance > de > interests > shopping > seasonal > black friday > black friday shoppers ,['germany']
544,14587350,shopp(er|ing),adsquare data alliance > de > interests > shopping > seasonal > christmas > christmas shoppers ,['germany']
571,14740814,shopp(er|ing),adsquare data alliance > de > interests > shopping > seasonal > christmas > christmas shoppers - bargain hunters ,['germany']
570,14740813,shopp(er|ing),adsquare data alliance > de > interests > shopping > seasonal > christmas > christmas shoppers - families with children ,['germany']
572,14740817,shopp(er|ing),adsquare data alliance > de > interests > shopping > seasonal > christmas > christmas shoppers - gadget seekers ,['germany']
573,14740818,shopp(er|ing),adsquare data alliance > de > interests > shopping > seasonal > christmas > christmas shoppers - loved ones ,['germany']
1302,13225957,shopp(er|ing),adsquare data alliance > de > interests > shopping > shoppers ,['germany']
1283,13225908,shopp(er|ing),adsquare data alliance > de > interests > style and fashion > luxury shoppers ,['germany']
1711,25425256,shopp(er|ing),adsquare data alliance > de > place visits > by brand > shopping > bookshop > book store > hugendubel ,['germany']
1378,25419741,shopp(er|ing),adsquare data alliance > de > place visits > by brand > shopping > clothing and accessories > children's apparel > awg ,['germany']
1455,25421563,shopp(er|ing),adsquare data alliance > de > place visits > by brand > shopping > clothing and accessories > clothing and accessories > calzedonia ,['germany']
1605,25423602,shopp(er|ing),adsquare data alliance > de > place visits > by brand > shopping > clothing and accessories > clothing and accessories > ernsting's family ,['germany']
1587,25423386,shopp(er|ing),adsquare data alliance > de > place visits > by brand > shopping > clothing and accessories > clothing and accessories > esprit ,['germany']
1689,25424756,shopp(er|ing),adsquare data alliance > de > place visits > by brand > shopping > clothing and accessories > clothing and accessories > h&m ,['germany']
1738,25425620,shopp(er|ing),adsquare data alliance > de > place visits > by brand > shopping > clothing and accessories > clothing and accessories > jack wolfskin ,['germany']
1763,25425939,shopp(er|ing),adsquare data alliance > de > place visits > by brand > shopping > clothing and accessories > clothing and accessories > kik ,['germany']
1806,25426368,shopp(er|ing),adsquare data alliance > de > place visits > by brand > shopping > clothing and accessories > clothing and accessories > liberty ,['germany']
1381,25419796,shopp(er|ing),adsquare data alliance > de > place visits > by brand > shopping > clothing and accessories > men's apparel > adessa ,['germany']
1382,25419801,shopp(er|ing),adsquare data alliance > de > place visits > by brand > shopping > clothing and accessories > men's apparel > adler ,['germany']
1450,25421538,shopp(er|ing),adsquare data alliance > de > place visits > by brand > shopping > clothing and accessories > men's apparel > c&a ,['germany']
1456,25421564,shopp(er|ing),adsquare data alliance > de > place visits > by brand > shopping > clothing and accessories > men's apparel > camp david ,['germany']
1696,25424899,shopp(er|ing),adsquare data alliance > de > place visits > by brand > shopping > clothing and accessories > men's apparel > hallhuber ,['germany']
1733,25425560,shopp(er|ing),adsquare data alliance > de > place visits > by brand > shopping > clothing and accessories > men's apparel > jack & jones ,['germany']
1735,25425590,shopp(er|ing),adsquare data alliance > de > place visits > by brand > shopping > clothing and accessories > men's apparel > jeans fritz ,['germany']
1804,25426346,shopp(er|ing),adsquare data alliance > de > place visits > by brand > shopping > clothing and accessories > men's apparel > levi's ,['germany']
1460,25421601,shopp(er|ing),adsquare data alliance > de > place visits > by brand > shopping > clothing and accessories > shoes-footwear > cecil ,['germany']
1557,25423074,shopp(er|ing),adsquare data alliance > de > place visits > by brand > shopping > clothing and accessories > shoes-footwear > deichmann ,['germany']
1597,25423445,shopp(er|ing),adsquare data alliance > de > place visits > by brand > shopping > clothing and accessories > shoes-footwear > ecco ,['germany']
1634,25424144,shopp(er|ing),adsquare data alliance > de > place visits > by brand > shopping > clothing and accessories > shoes-footwear > foot locker ,['germany']
1661,25424418,shopp(er|ing),adsquare data alliance > de > place visits > by brand > shopping > clothing and accessories > shoes-footwear > gabor ,['germany']
1686,25424740,shopp(er|ing),adsquare data alliance > de > place visits > by brand > shopping > clothing and accessories > shoes-footwear > gortz ,['germany']
1374,25419662,shopp(er|ing),adsquare data alliance > de > place visits > by brand > shopping > clothing and accessories > women's apparel > apanage ,['germany']
1421,25421174,shopp(er|ing),adsquare data alliance > de > place visits > by brand > shopping > clothing and accessories > women's apparel > betty barclay ,['germany']
1422,25421181,shopp(er|ing),adsquare data alliance > de > place visits > by brand > shopping > clothing and accessories > women's apparel > biba ,['germany']
1433,25421316,shopp(er|ing),adsquare data alliance > de > place visits > by brand > shopping > clothing and accessories > women's apparel > bonita ,['germany']
1466,25421706,shopp(er|ing),adsquare data alliance > de > place visits > by brand > shopping > clothing and accessories > women's apparel > colloseum ,['germany']
1654,25424358,shopp(er|ing),adsquare data alliance > de > place visits > by brand > shopping > clothing and accessories > women's apparel > gerry weber ,['germany']
1655,25424361,shopp(er|ing),adsquare data alliance > de > place visits > by brand > shopping > clothing and accessories > women's apparel > gina laura ,['germany']
1712,25425287,shopp(er|ing),adsquare data alliance > de > place visits > by brand > shopping > clothing and accessories > women's apparel > hunkemoller ,['germany']
1539,25422857,shopp(er|ing),adsquare data alliance > de > place visits > by brand > shopping > consumer goods > pet supply > das futterhaus ,['germany']
1642,25424279,shopp(er|ing),adsquare data alliance > de > place visits > by brand > shopping > consumer goods > pet supply > fressnapf ,['germany']
1391,25419978,shopp(er|ing),adsquare data alliance > de > place visits > by brand > shopping > consumer goods > specialty store > amplifon ,['germany']
1412,25420650,shopp(er|ing),adsquare data alliance > de > place visits > by brand > shopping > consumer goods > specialty store > baby1one ,['germany']
1425,25421211,shopp(er|ing),adsquare data alliance > de > place visits > by brand > shopping > consumer goods > specialty store > bijou brigitte ,['germany']
1429,25421278,shopp(er|ing),adsquare data alliance > de > place visits > by brand > shopping > consumer goods > specialty store > blume 2000 ,['germany']
1430,25421279,shopp(er|ing),adsquare data alliance > de > place visits > by brand > shopping > consumer goods > specialty store > blumen risse ,['germany']
1448,25421527,shopp(er|ing),adsquare data alliance > de > place visits > by brand > shopping > consumer goods > specialty store > c & m company ,['germany']
1509,25422204,shopp(er|ing),adsquare data alliance > de > place visits > by brand > shopping > consumer goods > specialty store > charmant friseur & kosmetik ,['germany']
1517,25422324,shopp(er|ing),adsquare data alliance > de > place visits > by brand > shopping > consumer goods > specialty store > christ ,['germany']
1537,25422824,shopp(er|ing),adsquare data alliance > de > place visits > by brand > shopping > consumer goods > specialty store > cut and colors ,['germany']
1569,25423270,shopp(er|ing),adsquare data alliance > de > place visits > by brand > shopping > consumer goods > specialty store > douglas ,['germany']
1631,25424085,shopp(er|ing),adsquare data alliance > de > place visits > by brand > shopping > consumer goods > specialty store > florito ,['germany']
1643,25424288,shopp(er|ing),adsquare data alliance > de > place visits > by brand > shopping > consumer goods > specialty store > friseur klinck ,['germany']
1644,25424289,shopp(er|ing),adsquare data alliance > de > place visits > by brand > shopping > consumer goods > specialty store > friseur masson ,['germany']
1691,25424776,shopp(er|ing),adsquare data alliance > de > place visits > by brand > shopping > consumer goods > specialty store > hair express ,['germany']
1755,25425868,shopp(er|ing),adsquare data alliance > de > place visits > by brand > shopping > consumer goods > specialty store > kind ,['germany']
1766,25425965,shopp(er|ing),adsquare data alliance > de > place visits > by brand > shopping > consumer goods > specialty store > klier ,['germany']
1721,25425392,shopp(er|ing),adsquare data alliance > de > place visits > by brand > shopping > consumer goods > sporting goods store > intersport ,['germany']
1377,25419723,shopp(er|ing),adsquare data alliance > de > place visits > by brand > shopping > convenience store > convenience store > avia shop ,['germany']
1662,25424426,shopp(er|ing),adsquare data alliance > de > place visits > by brand > shopping > department store > department store > galeria kaufhof ,['germany']
1761,25425906,shopp(er|ing),adsquare data alliance > de > place visits > by brand > shopping > department store > department store > karstadt ,['germany']
1395,25420078,shopp(er|ing),adsquare data alliance > de > place visits > by brand > shopping > electronics > consumer electronics store > apple store ,['germany']
1582,25423366,shopp(er|ing),adsquare data alliance > de > place visits > by brand > shopping > electronics > consumer electronics store > ep:electronic partner ,['germany']
1592,25423409,shopp(er|ing),adsquare data alliance > de > place visits > by brand > shopping > electronics > consumer electronics store > euronics ,['germany']
1668,25424444,shopp(er|ing),adsquare data alliance > de > place visits > by brand > shopping > electronics > consumer electronics store > gamestop ,['germany']
1397,25420143,shopp(er|ing),adsquare data alliance > de > place visits > by brand > shopping > food and drink > bakery and baked goods store > armbruster back-shop ,['germany']
1402,25420350,shopp(er|ing),adsquare data alliance > de > place visits > by brand > shopping > food and drink > bakery and baked goods store > back-factory ,['germany']
1445,25421524,shopp(er|ing),adsquare data alliance > de > place visits > by brand > shopping > food and drink > bakery and baked goods store > backerei brunner ,['germany']
1446,25421525,shopp(er|ing),adsquare data alliance > de > place visits > by brand > shopping > food and drink > bakery and baked goods store > backerei evertzberg ,['germany']
1447,25421526,shopp(er|ing),adsquare data alliance > de > place visits > by brand > shopping > food and drink > bakery and baked goods store > backerhaus veit ,['germany']
1554,25423043,shopp(er|ing),adsquare data alliance > de > place visits > by brand > shopping > food and drink > bakery and baked goods store > dat backhus ,['germany']
1561,25423109,shopp(er|ing),adsquare data alliance > de > place visits > by brand > shopping > food and drink > bakery and baked goods store > der backer feihl ,['germany']
1560,25423108,shopp(er|ing),adsquare data alliance > de > place visits > by brand > shopping > food and drink > bakery and baked goods store > der beck ,['germany']
1562,25423111,shopp(er|ing),adsquare data alliance > de > place visits > by brand > shopping > food and drink > bakery and baked goods store > der kalchreuther backer ,['germany']
1566,25423193,shopp(er|ing),adsquare data alliance > de > place visits > by brand > shopping > food and drink > bakery and baked goods store > ditsch ,['germany']
1572,25423314,shopp(er|ing),adsquare data alliance > de > place visits > by brand > shopping > food and drink > bakery and baked goods store > dunkin' donuts ,['germany']
1607,25423605,shopp(er|ing),adsquare data alliance > de > place visits > by brand > shopping > food and drink > bakery and baked goods store > erntebrot ,['germany']
1609,25423623,shopp(er|ing),adsquare data alliance > de > place visits > by brand > shopping > food and drink > bakery and baked goods store > essmann's backstube ,['germany']
1684,25424738,shopp(er|ing),adsquare data alliance > de > place visits > by brand > shopping > food and drink > bakery and baked goods store > gaubodenbacker hahn ,['germany']
1676,25424586,shopp(er|ing),adsquare data alliance > de > place visits > by brand > shopping > food and drink > bakery and baked goods store > glocken backerei ,['germany']
1704,25425057,shopp(er|ing),adsquare data alliance > de > place visits > by brand > shopping > food and drink > bakery and baked goods store > hofpfisterei ,['germany']
1750,25425781,shopp(er|ing),adsquare data alliance > de > place visits > by brand > shopping > food and drink > bakery and baked goods store > junge ,['germany']
1751,25425799,shopp(er|ing),adsquare data alliance > de > place visits > by brand > shopping > food and drink > bakery and baked goods store > k&u backerei ,['germany']
1760,25425900,shopp(er|ing),adsquare data alliance > de > place visits > by brand > shopping > food and drink > bakery and baked goods store > kamps ,['germany']
1795,25426253,shopp(er|ing),adsquare data alliance > de > place visits > by brand > shopping > food and drink > bakery and baked goods store > landbackerei ihle ,['germany']
1796,25426254,shopp(er|ing),adsquare data alliance > de > place visits > by brand > shopping > food and drink > bakery and baked goods store > landbackerei sommer ,['germany']
1775,25426111,shopp(er|ing),adsquare data alliance > de > place visits > by brand > shopping > food and drink > bakery and baked goods store > le crobag ,['germany']
1628,25424078,shopp(er|ing),adsquare data alliance > de > place visits > by brand > shopping > food and drink > butcher > fleischerei richter ,['germany']
1396,25420133,shopp(er|ing),adsquare data alliance > de > place visits > by brand > shopping > food and drink > food-beverage specialty store > arko ,['germany']
1713,25425301,shopp(er|ing),adsquare data alliance > de > place visits > by brand > shopping > food and drink > food-beverage specialty store > hussel ,['germany']
1369,25419617,shopp(er|ing),adsquare data alliance > de > place visits > by brand > shopping > food and drink > grocery > aldi ,['germany']
