tag,count,company,possible parent
digital audiences,212,,
married,211,,
amazon,211,,
charitable donors,211,,
women,211,,
rhode island,211,,
heavy buyers,211,,
dma code,211,,
vertical,211,,
purchase based,211,,
mercury,210,,
nestle,210,,
use mobile device,210,,
arts,210,,
sites,210,,
home insurance,210,,
current residence,210,,
new cars,210,,
auto preference,210,,
socio,210,,
d1,210,,
healthlink dimensions doctor data powered by neustar,210,,
lifestage clusters,210,,
national,209,,
multi,209,,
sic2 code,209,,
aberdeen,209,,
placed audiences,209,,
dach,209,,
uk kantar tgi,209,,
security,208,,
internet,208,,
spanish,208,,
issues,208,,
white collar worker,208,,
yogurt,207,,
pantry,207,,
heavy spenders,207,,
uk kantar,207,,
ios app install,207,,
style & fashion,206,,
t,206,,
shoes and accessories,206,,
businesses and services,206,,
1stpartydata,206,,
nielsen audio,206,,
vice president,205,,
59,205,,
small business owners,205,,
new zealand,205,,
ninth decimal,205,,
de schober,205,,
likely apparel brand,205,,
retail brand,205,,
brand use most,204,,
household size,204,,
1st congressional district,204,,
online behaviors,204,,
habits & lifestyle,204,,
voter registration,204,,
idaho,203,,
products or services used,203,,
consumer products,203,,
smart market audiences,203,,
65+,202,,
ks,202,,
buying power,202,,
streamers,202,,
symphony consumer segmentation,202,,
individuals,202,,
ad exposure,202,,
vehicle,201,,
ar,201,,
datamyx,201,,
shreveport,201,,
life stage,201,,
job role,201,,
prime,201,,
xaxis la,201,,
element,200,,
malibu,200,,
cricket,200,,
no,200,,
west virginia,200,,
estimated household income,200,,
video games and gamers,200,,
wl category,200,,
powerlytics stirista fusion,200,,
location sciences certified visitation,200,,
plus,199,,
central america,199,,
vehicle ownership,199,,
claritas lifestyle,199,,
propensity models,199,,
powered by new frontier data,199,,
strong buy,199,,
philippines,198,,
wyoming,198,,
forbes.com,198,,
general interests,198,,
household care,198,,
app usage,198,,
consumer segmentation,198,,
on,197,,
top tier spender,197,,
north dakota,197,,
elements,197,,
currently employed,197,,
age narrow,197,,
nielsen keller fay,197,,
word of mouth influencers,197,,
absolut vodka,197,,
precision audiences,197,,
atlantic,196,,
food & cooking,196,,
xaxis private,196,,
consuming & lifestyle,196,,
lln ltm,196,,
car dealer,196,,
behaviour miq,196,,
"$9,999",195,,
fortune 500,195,,
mobile in,195,,
gender and age,195,,
roy morgan taxonomy,195,,
fmcg i food & drink,195,,
endemic,195,,
business and finance,194,,
offline product purchasers,194,,
smartertravel audiences powered by neustar,194,,
1stpartdata,194,,
it role,194,,
kitchen,193,,
23,193,,
websites,193,,
wi,193,,
pharmacy,193,,
education level,193,,
style,193,,
caregivers,193,,
hivewyre,193,,
app genres,193,,
ihs,193,,
_b_device_cookie,193,,
commercial,192,,
communication,192,,
action,192,,
lifestyles & interests,192,,
uproxx,192,,
lifeprofiles,192,,
discovery,191,,
tn,191,,
clothes,191,,
publisher data exchange,191,,
lg,190,,
spanish speakers,190,,
jobs,190,,
connexions,190,,
parenting,189,,
mercedes benz,189,,
scion,189,,
demographic data,189,,
specialty store,189,,
frequent buyers,189,,
de yougov,189,,
business newsletter subscribers,188,,
wa,188,,
product segment,188,,
likely attitude and behavior,188,,
acxiom investment,188,,
likely brand,188,,
boa vista,188,,
water sports,187,,
books & magazines,187,,
carbonated beverages,187,,
sd,187,,
app,187,,
sports & recreation,187,,
work industry manufacturing,187,,
amerilink cpg categories,187,,
uk towns,186,,
internet service provider,186,,
with,186,,
hlm,186,,
starbucks,185,,
"$25,000",185,,
big box stores,185,,
gaming & video games,185,,
harris poll,185,,
housing & utilities,185,,
offline,184,,
budget,184,,
symphony iri brand data,184,,
age range,184,,
consumer profile,184,,
digit sic,184,,
ky,184,,
purchase predictor,184,,
active buyers,184,,
all buyers,184,,
priced on,184,,
neustar,183,,
milk,183,,
england,183,,
md,183,,
visualdna travel,183,,
classifications,183,,
vehicle age,182,,
google,182,,
birth year,182,,
hbo,182,,
accounting,182,,
pizza,182,,
south dakota,182,,
donors,182,,
b2b xchange,182,,
pcmag,182,,
callcredit cameo,182,,
townsquare media,182,,
sociodemographics,182,,
franchises,181,,
adadvisor,181,,
18+,181,,
kroger,181,,
age groups,181,,
uk yougov,181,,
entertainment and culture,181,,
b2b medical,181,,
number of children,180,,
center,180,,
hobbies & leisure,180,,
tv azteca,180,,
hh age ranges,180,,
real property,180,,
private label buyers,180,,
amerilink online behavioral data,180,,
deliverytest,180,,
beer,179,,
pet owners,179,,
healthy living,179,,
makeup,179,,
vacation packages,179,,
kochava,179,,
acxiom lifestyle,179,,
p$ycle premier,179,,
micro,178,,
profits,178,,
travel to south america,178,,
etx,178,,
products and services,178,,
web only,178,,
cruises,177,,
vendigi,177,,
lb,177,,
car ownership,177,,
auto loyalists and defectors,177,,
acxiom us media,177,,
fueling station,177,,
y,176,,
power buyer,176,,
deloitte,176,,
payment method,176,,
decision,176,,
content genre,176,,
conditiongraph,176,,
saturn,175,,
peugeot,175,,
weather,175,,
expire time,175,,
life style,175,,
bank & insurance,175,,
size,174,,
home ownership,174,,
office supplies,174,,
purchase beers & ales,174,,
streaming,174,,
ios,174,,
auto ownership,174,,
format,174,,
ca mastercard,174,,
environs,174,,
sports and recreation,173,,
auto intenders,173,,
predicted buyers,173,,
digiseg,173,,
petrol,173,,
label,173,,
women's apparel,172,,
trucks,172,,
annual revenue,172,,
3q16,172,,
wtx,172,,
editorial&prensa,172,,
bl s,172,,
60,171,,
lifestyle statements,171,,
vitamins,171,,
drinks,171,,
lifestyle & interests,171,,
21q2,171,,
dstillery retail shopper,171,,
banks,170,,
truetouch,170,,
lookalike,170,,
conexance,170,,
code naf,170,,
healthcare products,169,,
cereal,169,,
alaska,169,,
toys & games,169,,
the home depot,169,,
financials,169,,
nielsen sp,169,,
occitanie,169,,
business services industry,169,,
sports and entertainment,169,,
purchase intent car categories,169,,
top spending,169,,
frequently transacting,169,,
20q3,169,,
fishing,168,,
life stages,168,,
xbox,168,,
ds,168,,
dlg,168,,
hotels loyalty cards holders,168,,
tcom,168,,
vdna,168,,
devices,167,,
baking,167,,
verizon,167,,
fuel type,167,,
portland,167,,
tv networks,167,,
pacific,167,,
201603,167,,
state senate district,167,,
program,167,,
product purchasing,167,,
acxiom us investment,167,,
gasoline station,167,,
executives,166,,
intenders,166,,
business executives,166,,
winter holiday,166,,
maid,166,,
groundtruth,166,,
analyticsiq b2b,166,,
us affinity answers,166,,
oldsmobile,165,,
gardening,165,,
reality,165,,
networks,165,,
sic2 industry,165,,
formerly alc md+,165,,
promo_7,165,,
targetsmart,165,,
ca fr de uk au hk,165,,
american,164,,
society,164,,
phoenix,164,,
student,164,,
groceries and essentials,164,,
jlr,164,,
nielsen france,164,,
hogar y limpieza,164,,
purchase categories,163,,
telecom services,163,,
p,163,,
other vehicles,163,,
bakery,163,,
nielsen political,163,,
smb,163,,
2nd congressional district,163,,
province,163,,
201901,163,,
declared purchase intent,163,,
tesla,162,,
"$199,999",162,,
italian,162,,
99,162,,
playstation,162,,
skin care,162,,
outdoors,162,,
franchise,162,,
individual sports,162,,
hi,162,,
warner music group,162,,
d2,162,,
financial clusters,162,,
mobile browsing,162,,
companies in,162,,
market for goods & services,162,,
ca dun & bradstreet,162,,
persuasion,162,,
"hardware, house and garden",162,,
collectibles,161,,
platforms,161,,
laundry,161,,
likely bank account and services,161,,
likely footwear brand,161,,
nov2019,161,,
"$200,000",160,,
juice,160,,
otp,160,,
company sales volume,160,,
technology & connectivity,160,,
groceries and packaged goods,160,,
bertolli,159,,
specific age,159,,
geo behavioural,159,,
automobile dealership,159,,
french,158,,
focus,158,,
fort,158,,
collins,158,,
reg b,158,,
friendly audiences,158,,
de kantar media tgi,158,,
tv segments,158,,
hotels and lodging,157,,
"$49,999",157,,
analyticsiq & crosspixel,157,,
unacast,157,,
4csnc,157,,
exelate hk intent,157,,
consumer characteristics,157,,
commerce clickers by ziff davis,157,,
exelate b2bx,157,,
bank & mortgage,157,,
work,156,,
cpg brand,156,,
transunion br,156,,
sur,156,,
current brands,156,,
digital clusters,156,,
travel propensity,156,,
non prescription drugs,156,,
monthly salary range,156,,
reais,156,,
gift buyer,156,,
sprint,155,,
interests & activities,155,,
china,155,,
winter sports,155,,
cloud,155,,
surge,155,,
mobile web/ desktop,155,,
law and government,155,,
de kantar,155,,
nxteck powered by new frontier data,155,,
pasta,154,,
5 years,154,,
charity,154,,
brand safety,154,,
transactional activity,154,,
id yougov,154,,
b2b sic code,154,,
airport,153,,
clothing stores,153,,
wy,153,,
property type,153,,
1p,153,,
motorcycle type,152,,
food and dining,152,,
31,152,,
purchase behavior,152,,
spanish speakers us,152,,
tail target,152,,
traveler destination,152,,
convenience store,152,,
functional area & job role,152,,
aston martin,151,,
dogs,151,,
employed,151,,
renault,151,,
delaware,151,,
55+,151,,
clothing shoppers,151,,
bpg,151,,
states,151,,
shops at,151,,
east asia,151,,
uk mastercard,151,,
retail shoppers by brand,151,,
affiperf,151,,
financial fla friendly,151,,
revenue,150,,
cats,150,,
nonprofit,150,,
sports and outdoors,150,,
january,150,,
all airports,150,,
us spanish speakers,150,,
zenith,150,,
mosaic audiences,150,,
de omnidigital by meritdirect,150,,
ferrari,149,,
men,149,,
luxury shoppers,149,,
dlx finance,149,,
airports,149,,
nrg,149,,
people & society,149,,
computers and laptops,149,,
visualdna b2b,149,,
nl whooz,149,,
tapfwd,149,,
"$249,999",148,,
automobile type,148,,
nutrition,148,,
region,148,,
nm,148,,
activities and entertainment,148,,
politics & society,148,,
3rd congressional district,148,,
personality insights,148,,
at omnidigital by meritdirect,148,,
ch omnidigital by meritdirect,148,,
premium political,148,,
uk equifax,148,,
acxiom us insurance,148,,
dla,148,,
bl o,148,,
bentley,147,,
kraft,147,,
rugby,147,,
home & family,147,,
international_mena,147,,
active,147,,
buffalo,147,,
hybrid,147,,
home attributes,147,,
ethnic group,147,,
sic2,147,,
social media and streaming,147,,
tr reklamstore,147,,
switching behavior,147,,
specialty,146,,
rice,146,,
"$1,000,000",146,,
costco,146,,
department,146,,
"autos, car",146,,
acxiom geography,146,,
republican,145,,
newspapers,145,,
az,145,,
connection,145,,
mosaic household,144,,
md+,144,,
purchasers,144,,
201805,144,,
financial personalities,144,,
exelate ca intent,144,,
acxiom automotive,144,,
gaming and video games,144,,
the changing consumer,144,,
age &amp, gender,144,
investment banking,143,,
men's apparel,143,,
"$499,999",143,,
international_latam,143,,
70,143,,
exercise,143,,
26,143,,
portsmouth,143,,
departure,143,,
"mobile, smartphones and tablets",143,,
auto type,143,,
beauty and personal hygiene,143,,
town square ignite,143,,
people and society,143,,
amerilink consumer database,143,,
work industry retail,143,,
online communities,142,,
sport and outdoor activities,142,,
produce,142,,
alpes,142,,
nd,142,,
cta,142,,
john deere,142,,
fall,142,,
201704,142,,
9d,142,,
culture and leisure customers,142,,
01 cameo groups,142,,
mosaic type,142,,
generations,141,,
"$250,000",141,,
condiments,141,,
care,141,,
hotels and motels,141,,
trenton,141,,
p$ycle,141,,
visualdna demographics,141,,
connected interactive,141,,
transportation and travel,140,,
utilities,140,,
theme parks,140,,
voter segment,140,,
company age,140,,
technology products,140,,
generation,140,,
optimised,140,,
sg yougov,140,,
truck,139,,
outlook,139,,
democrat,139,,
cameras,139,,
smart,139,,
estimated net worth,139,,
dwelling type,139,,
ne,139,,
programme,139,,
occasional qsr diners,139,,
miq digital,139,,
consumer financial,139,,
korea,138,,
max,138,,
echo,138,,
vt,138,,
sub,138,,
family type,138,,
iot audiences,138,,
bridge marketing,138,,
201806,138,,
ocean,138,,
fr kantar media tgi,138,,
chinese,137,,
saab,137,,
27,137,,
foursquare,137,,
ri,137,,
home market value,137,,
entretenimiento,137,,
ethnic code,137,,
personalcare,137,,
fr kantar,137,,
201910,137,,
iphone,136,,
engaged,136,,
travel services,136,,
mobile provider,136,,
ppm,136,,
nielsen dar verified audiences,136,,
business decision makers,136,,
interested in,136,,
201909,136,,
householdcare,136,,
ameribiz b2b,136,,
plymouth,135,,
burger king,135,,
acorn,135,,
interest & activity,135,,
ione,135,,
computer,134,,
evansville,134,,
4th congressional district,134,,
echo b2b intent,134,,
declarative,134,,
simmons,134,,
›,134,,
delidatax mobile,134,,
food & drink locations,134,,
private label brands,134,,
online shopping,133,,
home owner,133,,
blackrock,133,,
aristotle political precision,133,,
reckitt,133,,
us only,133,,
orange oad_crm_geographie_bassin de vie_saint,133,,
social networks,132,,
isuzu,132,,
office,132,,
advertising,132,,
foods,132,,
life stages and events,132,,
heavy frequency,132,,
affluent travelers,132,,
"physicians, doctors, surgeons & mds by specialty",132,,
low likelihood to buy,132,,
iab interests,132,,
john,132,,
uk data locator,132,,
current vehicle,132,,
geo relevance data,132,,
202004,132,,
19 audiences,132,,
corona pandemic,132,,
fi,131,,
soup,131,,
life,131,,
price,131,,
community,131,,
professional license,131,,
shoe stores,131,,
title rank,131,,
industries,131,,
food and drinks,131,,
moderate frequency,131,,
mobile devices and connected technology,131,,
dg,131,,
annual income level,131,,
brand driver,131,,
inefficient spend,131,,
maintain brand,131,,
water,130,,
korean,130,,
nordstrom,130,,
brandbuyers,130,,
law & government,130,,
online behavioral data,130,,
1% look alike,130,,
visualdna callcredit cameo,130,,
americanfamilyinsurance,130,,
location visitors,130,,
autos and cars,130,,
motorola,129,,
coffee shops,129,,
alcoholic beverages,129,,
halloween,129,,
diners,129,,
financial behavior,129,,
consumer financial services,129,,
r2,129,,
accordant,129,,
age of individual,129,,
likely in market timing,129,,
hk,129,,
visualdna retail and consumer goods,129,,
ally bank us,129,,
_tcom,129,,
acxiom us health and fitness,129,,
hh characteristics,129,,
performing arts,128,,
dell,128,,
club,128,,
in store,128,,
home decor,128,,
dog,128,,
"$150,000",128,,
children's products,128,,
category buyer,128,,
proximic,128,,
inferred,128,,
annual discretionary spending,128,,
programatica,128,,
mri gfk,128,,
used,127,,
college students,127,,
books & literature,127,,
car type,127,,
function,127,,
tv shows,127,,
as,127,,
who,127,,
light frequency,127,,
egentic,127,,
purchasing power for retail product lines,127,,
liligo,127,,
acxiom us telecom,127,,
location parent,127,,
location parent miq,127,,
footfall parent,127,,
flight parent,127,,
footfall parent miq,127,,
flight parent miq,127,,
child,126,,
hp,126,,
$50k,126,,
behavior model,126,,
mortgages,126,,
total dollars spent,126,,
shopping habits,126,,
experian fr,126,,
propensity model,126,,
health / beauty & cosmetics,126,,
maids,126,,
bnppf,126,,
purchase intent in consumer electronics,126,,
candy,125,,
job seekers,125,,
centre,125,,
design,125,,
22,125,,
consumer electronics shoppers,125,,
spring,125,,
intimate merger,125,,
food supply buyers,125,,
lifestyle & issue data,125,,
tech install,125,,
holidays and events,125,,
acxiom us home,125,,
"$74,999",124,,
"$75,000",124,,
bread,124,,
english,124,,
dk,124,,
new parents,124,,
health & personal care,124,,
mobile media source,124,,
refrigerated food,124,,
dun and bradstreet predictive analytics,124,,
de experian,124,,
elaboradas,124,,
retail household for tv,124,,
personal,123,,
sci,123,,
political party,123,,
camping,123,,
74,123,,
age 18,123,,
kbm group amerilink consumer database,123,,
purchasing,123,,
products & services propensities,123,,
claritas financial,123,,
retail industry,123,,
in_market,123,,
diagnosis,123,,
qsr / fastfood,123,,
occasional casual dining diner,123,,
economic group,123,,
modeled buyers,123,,
context control avoidance,123,,
support,122,,
maserati,122,,
online activities,122,,
animation,122,,
asian,122,,
pet stores,122,,
vietnamese,122,,
pc,122,,
cpg category,122,,
boissons,122,,
uk gfk,122,,
woz,122,,
"$149,999",121,,
mobile phone brand,121,,
cycling,121,,
foodies,121,,
b2b data,121,,
advanced demographics,121,,
giant eagle,121,,
basic segments,121,,
pf,121,,
b2b intent signals,121,,
panel,121,,
predictive social,121,,
hummer,120,,
hunting,120,,
purchase spirits,120,,
finance & insurance,120,,
twentyci,120,,
competitor,120,,
latin america & the caribbean,120,,
big box,120,,
fresh foods,120,,
b2b predictive signals,120,,
grand,120,,
mobile device characteristics,120,,
zodiac sign,120,,
pros,120,,
tv region,120,,
au smrtr,120,,
situation,120,,
up,119,,
good,119,,
natural,119,,
school,119,,
van,119,,
media and internet,119,,
eco,119,,
ethnicity code,119,,
acxiom home,119,,
eyeota deterministic,119,,
probabilistic segments,119,,
kfc,118,,
pizza hut,118,,
do it yourself,118,,
retirement,118,,
recipes,118,,
home furnishings,118,,
japanese,118,,
best buy,118,,
dlx lifestyles,118,,
senior,118,,
caribbean islands,118,,
clickers,118,,
cpg & fmcg,118,,
big box shoppers,118,,
rte cereal category,118,,
val de loire,118,,
music playlists,118,,
sg experian,118,,
promo_5,118,,
de mastercard,118,,
it mastercard,118,,
at mastercard,118,,
dk mastercard,118,,
