,Data Provider Name,Data Provider ID,Segment ID,Segment Name
999,Lotame,422,1425534,international_apac - malaysia online games (lotame)
1000,Lotame,422,1425535,international_apac - malaysia online shopping (lotame)
1001,Lotame,422,1425537,international_apac - malaysia parenting (lotame)
1002,Lotame,422,1425551,international_apac - malaysia pop culture & celebrity gossip (lotame)
1003,Lotame,422,1425552,international_apac - malaysia real estate (lotame)
1004,Lotame,422,1425553,international_apac - malaysia school & education (lotame)
1005,Lotame,422,1425555,international_apac - malaysia social media (lotame)
1006,Lotame,422,1425556,international_apac - malaysia sports (lotame)
1007,Lotame,422,1425557,international_apac - malaysia television (lotame)
1008,Lotame,422,1425559,international_apac - malaysia travel (lotame)
1009,Lotame,422,1425560,international_apac - malaysia video games (lotame)
1010,Lotame,422,1425563,international_apac - malaysia women declared (lotame)
1011,Lotame,422,1423069,international_apac - new zealand all users (lotame)
1012,Lotame,422,1425566,international_apac - new zealand automobiles (lotame)
1013,Lotame,422,1425569,international_apac - new zealand business (lotame)
1014,Lotame,422,1425570,international_apac - new zealand computers and technology (lotame)
1015,Lotame,422,1425573,international_apac - new zealand entertainment (lotame)
1016,Lotame,422,1425574,international_apac - new zealand fashion & beauty (lotame)
1017,Lotame,422,1425575,international_apac - new zealand finance (lotame)
1018,Lotame,422,1425576,international_apac - new zealand food & beverages (lotame)
1019,Lotame,422,1425577,international_apac - new zealand games and toys (lotame)
1020,Lotame,422,1425578,international_apac - new zealand health & fitness (lotame)
1021,Lotame,422,1425609,international_apac - new zealand home & family (lotame)
1022,Lotame,422,1425610,international_apac - new zealand job seekers (lotame)
1023,Lotame,422,1425613,international_apac - new zealand men declared (lotame)
1024,Lotame,422,1425617,international_apac - new zealand movies (lotame)
1025,Lotame,422,1425618,international_apac - new zealand music (lotame)
1026,Lotame,422,1425620,international_apac - new zealand news (lotame)
1027,Lotame,422,1425621,international_apac - new zealand online games (lotame)
1028,Lotame,422,1425622,international_apac - new zealand online shopping (lotame)
1029,Lotame,422,1425623,international_apac - new zealand parenting (lotame)
1030,Lotame,422,1425625,international_apac - new zealand pop culture & celebrity gossip (lotame)
1031,Lotame,422,1425626,international_apac - new zealand real estate (lotame)
1032,Lotame,422,1425627,international_apac - new zealand school & education (lotame)
1033,Lotame,422,1425628,international_apac - new zealand social media (lotame)
1034,Lotame,422,1425629,international_apac - new zealand sports (lotame)
1035,Lotame,422,1425631,international_apac - new zealand television (lotame)
1036,Lotame,422,1425632,international_apac - new zealand travel (lotame)
1037,Lotame,422,1425633,international_apac - new zealand video games (lotame)
1038,Lotame,422,1425762,international_apac - new zealand women declared (lotame)
1039,Lotame,422,1537719,international_mena - pakistan all users (lotame)
1040,Lotame,422,1423070,international_apac - philippines all users (lotame)
1041,Lotame,422,1425765,international_apac - philippines automobiles (lotame)
1042,Lotame,422,1425766,international_apac - philippines business (lotame)
1043,Lotame,422,1425768,international_apac - philippines computers and technology (lotame)
1044,Lotame,422,1425769,international_apac - philippines entertainment (lotame)
1045,Lotame,422,1425787,international_apac - philippines fashion & beauty (lotame)
1046,Lotame,422,1425813,international_apac - philippines finance (lotame)
1047,Lotame,422,1425815,international_apac - philippines food & beverages (lotame)
1048,Lotame,422,1425816,international_apac - philippines games and toys (lotame)
1049,Lotame,422,1425855,international_apac - philippines health & fitness (lotame)
1050,Lotame,422,1425860,international_apac - philippines home & family (lotame)
1051,Lotame,422,1425861,international_apac - philippines job seekers (lotame)
1052,Lotame,422,1425862,international_apac - philippines men declared (lotame)
1053,Lotame,422,1425867,international_apac - philippines movies (lotame)
1054,Lotame,422,1425877,international_apac - philippines music (lotame)
1055,Lotame,422,1425936,international_apac - philippines news (lotame)
1056,Lotame,422,1425938,international_apac - philippines online games (lotame)
1057,Lotame,422,1425939,international_apac - philippines online shopping (lotame)
1058,Lotame,422,1425940,international_apac - philippines parenting (lotame)
1059,Lotame,422,1425941,international_apac - philippines pop culture & celebrity gossip (lotame)
1060,Lotame,422,1425942,international_apac - philippines real estate (lotame)
1061,Lotame,422,1425943,international_apac - philippines school & education (lotame)
1062,Lotame,422,1425945,international_apac - philippines social media (lotame)
1063,Lotame,422,1425946,international_apac - philippines sports (lotame)
1064,Lotame,422,1425947,international_apac - philippines television (lotame)
1065,Lotame,422,1425948,international_apac - philippines travel (lotame)
1066,Lotame,422,1425949,international_apac - philippines video games (lotame)
1067,Lotame,422,1425950,international_apac - philippines women declared (lotame)
1068,Lotame,422,4035108,international_apac - singapore action & adventure movies (lotame)
1069,Lotame,422,4034995,international_apac - singapore affluent households (lotame)
1070,Lotame,422,4035001,international_apac - singapore alcoholic beverages (lotame)
1071,Lotame,422,1423071,international_apac - singapore all users (lotame)
1072,Lotame,422,4035049,international_apac - singapore american football (lotame)
1073,Lotame,422,4034993,international_apac - singapore animal lovers (lotame)
1074,Lotame,422,4035026,international_apac - singapore animation & cartoon tv (lotame)
1075,Lotame,422,4035315,international_apac - singapore art (lotame)
1076,Lotame,422,4034954,international_apac - singapore auto insurance (lotame)
1077,Lotame,422,1425953,international_apac - singapore automobiles (lotame)
1078,Lotame,422,4034996,international_apac - singapore back to school (lotame)
1079,Lotame,422,4035070,international_apac - singapore baseball (lotame)
1080,Lotame,422,4035064,international_apac - singapore basketball (lotame)
1081,Lotame,422,4034914,international_apac - singapore blog readers (lotame)
1082,Lotame,422,4034946,international_apac - singapore bloggers (lotame)
1083,Lotame,422,4034963,international_apac - singapore bonds (lotame)
1084,Lotame,422,4035313,international_apac - singapore books & magazines (lotame)
1085,Lotame,422,4035059,international_apac - singapore boxing (lotame)
1086,Lotame,422,1425954,international_apac - singapore business (lotame)
1087,Lotame,422,4035158,international_apac - singapore career & employment (lotame)
1088,Lotame,422,4034991,international_apac - singapore cat lovers (lotame)
1089,Lotame,422,4035153,international_apac - singapore charitable donors (lotame)
1090,Lotame,422,4035107,international_apac - singapore children & family movie fans (lotame)
1091,Lotame,422,4035211,international_apac - singapore classic cars (lotame)
1092,Lotame,422,4034903,international_apac - singapore clothes shopping (lotame)
1093,Lotame,422,4035054,international_apac - singapore college sports (lotame)
1094,Lotame,422,4034983,international_apac - singapore college/university students (lotame)
1095,Lotame,422,4035106,international_apac - singapore comedy movies (lotame)
1096,Lotame,422,4035025,international_apac - singapore comedy tv (lotame)
1097,Lotame,422,4034944,international_apac - singapore commenters (lotame)
1098,Lotame,422,4034875,international_apac - singapore computers & software (lotame)
1099,Lotame,422,1425955,international_apac - singapore computers and technology (lotame)
1100,Lotame,422,4035020,international_apac - singapore console games (lotame)
1101,Lotame,422,4034942,international_apac - singapore content sharers (lotame)
1102,Lotame,422,4034917,international_apac - singapore content voters [(lotame)
1103,Lotame,422,4035005,international_apac - singapore cooking & recipes (lotame)
1104,Lotame,422,4034895,international_apac - singapore cosmetics (lotame)
1105,Lotame,422,4035100,international_apac - singapore country music (lotame)
1106,Lotame,422,4035314,international_apac - singapore crafts and hobbies (lotame)
1107,Lotame,422,4034870,international_apac - singapore cruise travel (lotame)
1108,Lotame,422,4035051,international_apac - singapore cycling (lotame)
1109,Lotame,422,4035453,international_apac - singapore dads (lotame)
1110,Lotame,422,4035454,international_apac - singapore declared parents (lotame)
1111,Lotame,422,4035000,international_apac - singapore dieting and weight loss (lotame)
1112,Lotame,422,4034869,international_apac - singapore discount travel (lotame)
1113,Lotame,422,4034990,international_apac - singapore dog lovers (lotame)
1114,Lotame,422,4034868,international_apac - singapore domestic travel (lotame)
1115,Lotame,422,4035105,international_apac - singapore drama movies (lotame)
1116,Lotame,422,4035023,international_apac - singapore drama tv (lotame)
1117,Lotame,422,4034874,international_apac - singapore electronics & gadgets (lotame)
1118,Lotame,422,4034978,international_apac - singapore eligible voters (lotame)
1119,Lotame,422,1425956,international_apac - singapore entertainment (lotame)
1120,Lotame,422,4034971,international_apac - singapore environmentalism (lotame)
1121,Lotame,422,4034959,international_apac - singapore estate planning (lotame)
1122,Lotame,422,4034915,international_apac - singapore facebook sharers (lotame)
1123,Lotame,422,4035050,international_apac - singapore fantasy sports (lotame)
1124,Lotame,422,4034970,international_apac - singapore farming and agriculture (lotame)
1125,Lotame,422,1425957,international_apac - singapore fashion & beauty (lotame)
1126,Lotame,422,1425958,international_apac - singapore finance (lotame)
1127,Lotame,422,1425968,international_apac - singapore food & beverages (lotame)
1128,Lotame,422,4034817,international_apac - singapore football (american soccer) (lotame)
1129,Lotame,422,4034912,international_apac - singapore forum readers (lotame)
1130,Lotame,422,4034859,international_apac - singapore frequent travel (lotame)
1131,Lotame,422,1425969,international_apac - singapore games and toys (lotame)
1132,Lotame,422,4035048,international_apac - singapore golf (lotame)
1133,Lotame,422,4034980,international_apac - singapore government and politics (lotame)
1134,Lotame,422,4034989,international_apac - singapore green living (lotame)
1135,Lotame,422,4035018,international_apac - singapore handheld games (lotame)
1136,Lotame,422,1425970,international_apac - singapore health & fitness (lotame)
1137,Lotame,422,4035093,international_apac - singapore hip hop & rap music (lotame)
1138,Lotame,422,4035042,international_apac - singapore hockey (lotame)
1139,Lotame,422,4035003,international_apac - singapore holiday bakers (lotame)
1140,Lotame,422,4034998,international_apac - singapore holidays and special events (lotame)
1141,Lotame,422,1425971,international_apac - singapore home & family (lotame)
1142,Lotame,422,4034873,international_apac - singapore home audio & video (lotame)
1143,Lotame,422,4034988,international_apac - singapore home decorating (lotame)
1144,Lotame,422,4034986,international_apac - singapore home improvement (lotame)
1145,Lotame,422,4034952,international_apac - singapore homeowners insurance (lotame)
1146,Lotame,422,4035432,international_apac - singapore household without children (lotame)
1147,Lotame,422,4035208,international_apac - singapore hybrid cars (lotame)
1148,Lotame,422,4035040,international_apac - singapore ice skating (lotame)
1149,Lotame,422,4034948,international_apac - singapore influencers (lotame)
1150,Lotame,422,4034838,international_apac - singapore international travel (lotame)
1151,Lotame,422,4034893,international_apac - singapore jewelry and fashion accessories (lotame)
1152,Lotame,422,1425972,international_apac - singapore job seekers (lotame)
1153,Lotame,422,4034950,international_apac - singapore life insurance (lotame)
1154,Lotame,422,4035206,international_apac - singapore luxury cars (lotame)
1155,Lotame,422,4035039,international_apac - singapore martial arts (lotame)
1156,Lotame,422,1425973,international_apac - singapore men declared (lotame)
1157,Lotame,422,4034968,international_apac - singapore military (lotame)
1158,Lotame,422,4034872,international_apac - singapore mobile phones (lotame)
1159,Lotame,422,4035451,international_apac - singapore moms (lotame)
1160,Lotame,422,4035038,international_apac - singapore motor sports (lotame)
1161,Lotame,422,4035174,international_apac - singapore motorcycles (lotame)
1162,Lotame,422,4035398,international_apac - singapore moved within last 6 months (lotame)
1163,Lotame,422,1425976,international_apac - singapore movies (lotame)
1164,Lotame,422,1425977,international_apac - singapore music (lotame)
1165,Lotame,422,4035076,international_apac - singapore music festivals (lotame)
1166,Lotame,422,4034962,international_apac - singapore mutual funds (lotame)
1167,Lotame,422,1425978,international_apac - singapore news (lotame)
1168,Lotame,422,4035022,international_apac - singapore news tv (lotame)
1169,Lotame,422,4034957,international_apac - singapore online banking (lotame)
1170,Lotame,422,4034936,international_apac - singapore online dating (lotame)
1171,Lotame,422,1425979,international_apac - singapore online games (lotame)
1172,Lotame,422,4034902,international_apac - singapore online shoppers luxury (lotame)
1173,Lotame,422,1425980,international_apac - singapore online shopping (lotame)
1174,Lotame,422,4034919,international_apac - singapore online videos (lotame)
1175,Lotame,422,4034984,international_apac - singapore outdoor enthusiasts (lotame)
1176,Lotame,422,1425981,international_apac - singapore parenting (lotame)
1177,Lotame,422,4035449,international_apac - singapore parents of infants (lotame)
1178,Lotame,422,4035446,international_apac - singapore parents of teenagers (lotame)
1179,Lotame,422,4035443,international_apac - singapore parents of toddlers (lotame)
1180,Lotame,422,4035438,international_apac - singapore parents of young children (lotame)
1181,Lotame,422,4034985,international_apac - singapore party planners (lotame)
1182,Lotame,422,4034966,international_apac - singapore personal finance (lotame)
1183,Lotame,422,4034949,international_apac - singapore personal or health insurance (lotame)
1184,Lotame,422,4035427,international_apac - singapore pet owners (lotame)
1185,Lotame,422,4034910,international_apac - singapore photo viewers (lotame)
1186,Lotame,422,4034939,international_apac - singapore photo/video uploaders (lotame)
1187,Lotame,422,4035308,international_apac - singapore photography (lotame)
1188,Lotame,422,1425982,international_apac - singapore pop culture & celebrity gossip (lotame)
1189,Lotame,422,4035088,international_apac - singapore pop music (lotame)
1190,Lotame,422,4034907,international_apac - singapore quiz takers (lotame)
1191,Lotame,422,4035312,international_apac - singapore reading (lotame)
1192,Lotame,422,1425983,international_apac - singapore real estate (lotame)
1193,Lotame,422,4035021,international_apac - singapore reality tv (lotame)
1194,Lotame,422,4035366,international_apac - singapore religious or spiritual (lotame)
1195,Lotame,422,4035002,international_apac - singapore restaurants & dining (lotame)
1196,Lotame,422,4034956,international_apac - singapore retirement planning (lotame)
1197,Lotame,422,4035082,international_apac - singapore rock music (lotame)
1198,Lotame,422,4035104,international_apac - singapore romance movies (lotame)
1199,Lotame,422,1425984,international_apac - singapore school & education (lotame)
1200,Lotame,422,4034981,international_apac - singapore science & mathematics (lotame)
1201,Lotame,422,4035172,international_apac - singapore scooters & mopeds (lotame)
1202,Lotame,422,4034901,international_apac - singapore shoppers children's clothing (lotame)
1203,Lotame,422,4034894,international_apac - singapore shoppers cosmetics luxury (lotame)
1204,Lotame,422,4034899,international_apac - singapore shoppers mens clothing (lotame)
1205,Lotame,422,4034898,international_apac - singapore shoppers mens clothing luxury (lotame)
1206,Lotame,422,4034897,international_apac - singapore shoppers womens clothing (lotame)
1207,Lotame,422,4034896,international_apac - singapore shoppers womens clothing luxury (lotame)
1208,Lotame,422,4035037,international_apac - singapore skiing (lotame)
1209,Lotame,422,4035036,international_apac - singapore snowboarding (lotame)
1210,Lotame,422,1425985,international_apac - singapore social media (lotame)
1211,Lotame,422,4035171,international_apac - singapore sport utility vehicles (lotame)
1212,Lotame,422,1425986,international_apac - singapore sports (lotame)
1213,Lotame,422,4035168,international_apac - singapore sports cars (lotame)
1214,Lotame,422,4034960,international_apac - singapore stocks (lotame)
1215,Lotame,422,4034892,international_apac - singapore style & fashion (lotame)
1216,Lotame,422,4035099,international_apac - singapore summer blockbusters (lotame)
1217,Lotame,422,4034818,international_apac - singapore summer travel (lotame)
1218,Lotame,422,4034908,international_apac - singapore sweepstakes contestants (lotame)
1219,Lotame,422,1425987,international_apac - singapore television (lotame)
1220,Lotame,422,4035035,international_apac - singapore tennis and racket sports (lotame)
1221,Lotame,422,4035034,international_apac - singapore track and field (lotame)
1222,Lotame,422,1425988,international_apac - singapore travel (lotame)
1223,Lotame,422,4034890,international_apac - singapore trendsetters (lotame)
1224,Lotame,422,4035166,international_apac - singapore trucks (lotame)
1225,Lotame,422,4034824,international_apac - singapore vacation travel (lotame)
1226,Lotame,422,4035165,international_apac - singapore vans & minivans (lotame)
1227,Lotame,422,1425989,international_apac - singapore video games (lotame)
1228,Lotame,422,4035032,international_apac - singapore volleyball (lotame)
1229,Lotame,422,4035030,international_apac - singapore water sports (lotame)
1230,Lotame,422,4034871,international_apac - singapore web design & digital art (lotame)
1231,Lotame,422,4035028,international_apac - singapore weightlifting (lotame)
1232,Lotame,422,4034823,international_apac - singapore winter holiday travel (lotame)
1233,Lotame,422,1425990,international_apac - singapore women declared (lotame)
1234,Lotame,422,4035027,international_apac - singapore wrestling (lotame)
1235,Lotame,422,4035017,international_apac - singapore xbox 360 users (lotame)
1236,Lotame,422,4035311,international_apac - singapore young adult literature (lotame)
1237,Lotame,422,2151413,international_apac - south korea art & culture (lotame)
1238,Lotame,422,2151412,international_apac - south korea automobiles (lotame)
1239,Lotame,422,2151411,international_apac - south korea business (lotame)
1240,Lotame,422,2151410,international_apac - south korea computers and technology (lotame)
1241,Lotame,422,2151407,international_apac - south korea entertainment (lotame)
1242,Lotame,422,2151406,international_apac - south korea fashion & beauty (lotame)
1243,Lotame,422,2151405,international_apac - south korea finance (lotame)
1244,Lotame,422,2151404,international_apac - south korea food & beverages (lotame)
1245,Lotame,422,2151403,international_apac - south korea games and toys (lotame)
1246,Lotame,422,2151402,international_apac - south korea health & fitness (lotame)
1247,Lotame,422,2151401,international_apac - south korea home & family (lotame)
1248,Lotame,422,2151400,international_apac - south korea job seekers (lotame)
1249,Lotame,422,2151398,international_apac - south korea movies (lotame)
1250,Lotame,422,2151397,international_apac - south korea music (lotame)
1251,Lotame,422,2151396,international_apac - south korea news (lotame)
1252,Lotame,422,2151395,international_apac - south korea online games (lotame)
1253,Lotame,422,2151394,international_apac - south korea online shopping (lotame)
1254,Lotame,422,2151393,international_apac - south korea parenting (lotame)
1255,Lotame,422,2151392,international_apac - south korea pop culture & celebrity gossip (lotame)
1256,Lotame,422,2151391,international_apac - south korea real estate (lotame)
1257,Lotame,422,2151390,international_apac - south korea school & education (lotame)
1258,Lotame,422,2151389,international_apac - south korea social media (lotame)
1259,Lotame,422,2151388,international_apac - south korea sports (lotame)
1260,Lotame,422,2151387,international_apac - south korea television (lotame)
1261,Lotame,422,2151386,international_apac - south korea travel (lotame)
1262,Lotame,422,2151384,international_apac - south korea video games (lotame)
1263,Lotame,422,1537722,international_apac - sri lanka all users (lotame)
1264,Lotame,422,1423087,international_apac - taiwan all users (lotame)
1265,Lotame,422,1425992,international_apac - taiwan automobiles (lotame)
1266,Lotame,422,1425993,international_apac - taiwan business (lotame)
1267,Lotame,422,1425994,international_apac - taiwan computers and technology (lotame)
1268,Lotame,422,1425995,international_apac - taiwan entertainment (lotame)
1269,Lotame,422,1425996,international_apac - taiwan fashion & beauty (lotame)
1270,Lotame,422,1425997,international_apac - taiwan finance (lotame)
1271,Lotame,422,1425998,international_apac - taiwan food & beverages (lotame)
1272,Lotame,422,1425999,international_apac - taiwan games and toys (lotame)
1273,Lotame,422,1426002,international_apac - taiwan health & fitness (lotame)
1274,Lotame,422,1426003,international_apac - taiwan home & family (lotame)
1275,Lotame,422,1426004,international_apac - taiwan job seekers (lotame)
1276,Lotame,422,1426005,international_apac - taiwan men declared (lotame)
1277,Lotame,422,1426009,international_apac - taiwan movies (lotame)
1278,Lotame,422,1426010,international_apac - taiwan music (lotame)
1279,Lotame,422,1426012,international_apac - taiwan news (lotame)
1280,Lotame,422,1426013,international_apac - taiwan online games (lotame)
1281,Lotame,422,1426017,international_apac - taiwan online shopping (lotame)
1282,Lotame,422,1426023,international_apac - taiwan parenting (lotame)
1283,Lotame,422,1426028,international_apac - taiwan pop culture & celebrity gossip (lotame)
1284,Lotame,422,1426029,international_apac - taiwan real estate (lotame)
1285,Lotame,422,1426198,international_apac - taiwan school & education (lotame)
1286,Lotame,422,1426199,international_apac - taiwan social media (lotame)
1287,Lotame,422,1426200,international_apac - taiwan sports (lotame)
1288,Lotame,422,1426201,international_apac - taiwan television (lotame)
1289,Lotame,422,1426296,international_apac - taiwan travel (lotame)
1290,Lotame,422,1426297,international_apac - taiwan video games (lotame)
1291,Lotame,422,1426298,international_apac - taiwan women declared (lotame)
1292,Lotame,422,1423094,international_apac - thailand all users (lotame)
1293,Lotame,422,1426301,international_apac - thailand automobiles (lotame)
1294,Lotame,422,1426302,international_apac - thailand business (lotame)
1295,Lotame,422,1426304,international_apac - thailand computers and technology (lotame)
1296,Lotame,422,1426305,international_apac - thailand entertainment (lotame)
1297,Lotame,422,1426307,international_apac - thailand fashion & beauty (lotame)
1298,Lotame,422,1426308,international_apac - thailand finance (lotame)
1299,Lotame,422,1426309,international_apac - thailand food & beverages (lotame)
1300,Lotame,422,1426310,international_apac - thailand games and toys (lotame)
1301,Lotame,422,1426311,international_apac - thailand health & fitness (lotame)
1302,Lotame,422,1426312,international_apac - thailand home & family (lotame)
1303,Lotame,422,1426313,international_apac - thailand job seekers (lotame)
1304,Lotame,422,1426314,international_apac - thailand men declared (lotame)
1305,Lotame,422,1426318,international_apac - thailand movies (lotame)
1306,Lotame,422,1426319,international_apac - thailand music (lotame)
1307,Lotame,422,1426321,international_apac - thailand news (lotame)
1308,Lotame,422,1426322,international_apac - thailand online games (lotame)
1309,Lotame,422,1426323,international_apac - thailand online shopping (lotame)
1310,Lotame,422,1426324,international_apac - thailand parenting (lotame)
1311,Lotame,422,1426329,international_apac - thailand pop culture & celebrity gossip (lotame)
1312,Lotame,422,1426331,international_apac - thailand real estate (lotame)
1313,Lotame,422,1426332,international_apac - thailand school & education (lotame)
1314,Lotame,422,1426333,international_apac - thailand social media (lotame)
1315,Lotame,422,1426334,international_apac - thailand sports (lotame)
1316,Lotame,422,1426335,international_apac - thailand television (lotame)
1317,Lotame,422,1426336,international_apac - thailand travel (lotame)
1318,Lotame,422,1426337,international_apac - thailand video games (lotame)
1319,Lotame,422,1426338,international_apac - thailand women declared (lotame)
1320,Lotame,422,1537724,international_apac - vietnam all users (lotame)
1321,Lotame,422,2151602,international_apac - vietnam art & culture (lotame)
1322,Lotame,422,2151601,international_apac - vietnam automobiles (lotame)
1323,Lotame,422,2151600,international_apac - vietnam business (lotame)
1324,Lotame,422,2151598,international_apac - vietnam computers and technology (lotame)
1325,Lotame,422,2151597,international_apac - vietnam entertainment (lotame)
1326,Lotame,422,2151596,international_apac - vietnam fashion & beauty (lotame)
1327,Lotame,422,2151595,international_apac - vietnam finance (lotame)
1328,Lotame,422,2151594,international_apac - vietnam food & beverages (lotame)
1329,Lotame,422,2151592,international_apac - vietnam games and toys (lotame)
1330,Lotame,422,2151591,international_apac - vietnam health & fitness (lotame)
1331,Lotame,422,2151590,international_apac - vietnam home & family (lotame)
1332,Lotame,422,2151588,international_apac - vietnam job seekers (lotame)
1333,Lotame,422,2151587,international_apac - vietnam movies (lotame)
1334,Lotame,422,2151586,international_apac - vietnam music (lotame)
1335,Lotame,422,2151584,international_apac - vietnam news (lotame)
1336,Lotame,422,2151583,international_apac - vietnam online games (lotame)
1337,Lotame,422,2151582,international_apac - vietnam online shopping (lotame)
1338,Lotame,422,2151577,international_apac - vietnam parenting (lotame)
1339,Lotame,422,2151576,international_apac - vietnam pop culture & celebrity gossip (lotame)
1340,Lotame,422,2151574,international_apac - vietnam real estate (lotame)
1341,Lotame,422,2151573,international_apac - vietnam school & education (lotame)
1342,Lotame,422,2151572,international_apac - vietnam social media (lotame)
1343,Lotame,422,2151571,international_apac - vietnam sports (lotame)
1344,Lotame,422,2151570,international_apac - vietnam television (lotame)
1345,Lotame,422,2151568,international_apac - vietnam travel (lotame)
1346,Lotame,422,2151566,international_apac - vietnam video games (lotame)
1347,Lotame,422,4035141,international_apac - singapore age : 65+ (lotame)
1348,Lotame,422,2151564,international_apac - vietnam gender: male (lotame)
1349,Lotame,422,2151565,international_apac - vietnam gender: female (lotame)
1350,Lotame,422,2151382,international_apac - south korea gender: male (lotame)
1351,Lotame,422,2151383,international_apac - south korea gender: female (lotame)
1352,Lotame,422,1423608,international_apac - indonesia gender: male (lotame)
1353,Lotame,422,1423632,international_apac - indonesia gender: female (lotame)
1354,Lotame,422,4027257,canada action & adventure movies (lotame)
1355,Lotame,422,4027187,canada affluent households (lotame)
1356,Lotame,422,4027191,canada alcoholic beverages (lotame)
1357,Lotame,422,1537698,canada all users (lotame)
1358,Lotame,422,4027228,canada american football (lotame)
1359,Lotame,422,4027186,canada animal lovers (lotame)
1360,Lotame,422,4027198,canada animation & cartoon tv (lotame)
1361,Lotame,422,4027418,canada art (lotame)
1362,Lotame,422,4027137,canada auto insurance (lotame)
1363,Lotame,422,4027407,canada automobile brands - acura (lotame)
1364,Lotame,422,4027405,canada automobile brands - audi (lotame)
1365,Lotame,422,4027403,canada automobile brands - bentley (lotame)
1366,Lotame,422,4027397,canada automobile brands - bmw (lotame)
1367,Lotame,422,4027388,canada automobile brands - buick (lotame)
1368,Lotame,422,4027386,canada automobile brands - cadillac (lotame)
1369,Lotame,422,4027383,canada automobile brands - chevrolet (lotame)
1370,Lotame,422,4027382,canada automobile brands - chrysler (lotame)
1371,Lotame,422,4027381,canada automobile brands - dodge (lotame)
1372,Lotame,422,4100240,canada automobile brands - ferrari (lotame)
1373,Lotame,422,4027380,canada automobile brands - fiat (lotame)
1374,Lotame,422,4027379,canada automobile brands - ford (lotame)
1375,Lotame,422,4027378,canada automobile brands - general motors (lotame)
1376,Lotame,422,4027377,canada automobile brands - gmc (lotame)
1377,Lotame,422,4027375,canada automobile brands - honda (lotame)
1378,Lotame,422,4027374,canada automobile brands - hummer (lotame)
1379,Lotame,422,4027371,canada automobile brands - hyundai (lotame)
1380,Lotame,422,4027369,canada automobile brands - infiniti (lotame)
1381,Lotame,422,4027368,canada automobile brands - isuzu (lotame)
1382,Lotame,422,4027367,canada automobile brands - jaguar (lotame)
1383,Lotame,422,4027366,canada automobile brands - jeep (lotame)
1384,Lotame,422,4027364,canada automobile brands - kia (lotame)
1385,Lotame,422,4027363,canada automobile brands - lamborghini (lotame)
1386,Lotame,422,4027361,canada automobile brands - land rover (lotame)
1387,Lotame,422,4027360,canada automobile brands - lexus (lotame)
1388,Lotame,422,4027359,canada automobile brands - lincoln (lotame)
1389,Lotame,422,4027357,canada automobile brands - maserati (lotame)
1390,Lotame,422,4027356,canada automobile brands - mazda (lotame)
1391,Lotame,422,4027354,canada automobile brands - mercedes benz (lotame)
1392,Lotame,422,4027352,canada automobile brands - mercury (lotame)
1393,Lotame,422,4027351,canada automobile brands - mini (lotame)
1394,Lotame,422,4027349,canada automobile brands - mitsubishi (lotame)
1395,Lotame,422,4027348,canada automobile brands - nissan (lotame)
1396,Lotame,422,4027344,canada automobile brands - pontiac (lotame)
1397,Lotame,422,4100256,canada automobile brands - porsche (lotame)
1398,Lotame,422,4027343,canada automobile brands - saab (lotame)
1399,Lotame,422,4027341,canada automobile brands - saturn (lotame)
1400,Lotame,422,4027339,canada automobile brands - scion (lotame)
1401,Lotame,422,4027338,canada automobile brands - subaru (lotame)
1402,Lotame,422,4027336,canada automobile brands - suzuki (lotame)
1403,Lotame,422,4027335,canada automobile brands - toyota (lotame)
1404,Lotame,422,4027330,canada automobile brands - volkswagen (lotame)
1405,Lotame,422,4027329,canada automobile brands - volvo (lotame)
1406,Lotame,422,1434566,canada automobiles (lotame)
1407,Lotame,422,4027188,canada back to school (lotame)
1408,Lotame,422,4027239,canada baseball (lotame)
1409,Lotame,422,4027237,canada basketball (lotame)
1410,Lotame,422,4027054,canada blog readers (lotame)
1411,Lotame,422,4027122,canada bloggers (lotame)
1412,Lotame,422,4027151,canada bonds (lotame)
1413,Lotame,422,4027415,canada books & magazines (lotame)
1414,Lotame,422,4027236,canada boxing (lotame)
1415,Lotame,422,4027481,canada browser language - arabic (lotame)
1416,Lotame,422,4027479,canada browser language - chinese (lotame)
1417,Lotame,422,4027476,canada browser language - dutch (lotame)
1418,Lotame,422,4027458,canada browser language - english (lotame)
1419,Lotame,422,4027437,canada browser language - french (lotame)
1420,Lotame,422,4027431,canada browser language - german (lotame)
1421,Lotame,422,4027430,canada browser language - italian (lotame)
1422,Lotame,422,4027428,canada browser language - polish (lotame)
1423,Lotame,422,4027425,canada browser language - portuguese (lotame)
1424,Lotame,422,4027423,canada browser language - russian (lotame)
1425,Lotame,422,4027422,canada browser language - spanish (lotame)
1426,Lotame,422,4027419,canada browser language - turkish (lotame)
1427,Lotame,422,689182,canada business (lotame)
1428,Lotame,422,4027305,canada business - finance professionals (lotame)
1429,Lotame,422,4027286,canada business - it professionals (lotame)
1430,Lotame,422,4027282,canada business - small business professionals (lotame)
1431,Lotame,422,4027277,canada career & employment (lotame)
1432,Lotame,422,4027184,canada cat lovers (lotame)
1433,Lotame,422,4027272,canada charitable donors (lotame)
1434,Lotame,422,4027256,canada children & family movie fans (lotame)
1435,Lotame,422,4027327,canada classic cars (lotame)
1436,Lotame,422,4027275,canada c-level executives (lotame)
1437,Lotame,422,4027048,canada clothes shopping (lotame)
1438,Lotame,422,4027234,canada college sports (lotame)
1439,Lotame,422,4027173,canada college/university students (lotame)
