,provider_name,provider_id,id,name,name_list
1291,AdAdvisor by Neustar,106,1231469,grocery > sparkling water > sparkling waters-brand use most-poland spring,"['grocery', 'sparkling water', 'sparkling waters', 'brand use most', 'poland spring']"
2655,AdAdvisor by Neustar,106,6834799,neustar adadvisor > alcohol (restricted to best practices) > beer & ale > purchase beers & ales: new belgium brewery,"['neustar adadvisor', 'alcohol', 'restricted to best practices', 'beer & ale', 'purchase beers & ales', 'new belgium brewery']"
5366,Lotame,422,1750790,tour de france (lotame),"['tour de france', 'lotame']"
6284,Lotame,422,4027735,international_eu - austria all users (lotame),"['international_eu', 'austria all users', 'lotame']"
6285,Lotame,422,4027734,international_eu - austria art & culture (lotame),"['international_eu', 'austria art & culture', 'lotame']"
6286,Lotame,422,4027730,international_eu - austria automobiles (lotame),"['international_eu', 'austria automobiles', 'lotame']"
6287,Lotame,422,4027729,international_eu - austria business (lotame),"['international_eu', 'austria business', 'lotame']"
6288,Lotame,422,4027728,international_eu - austria computers and technology (lotame),"['international_eu', 'austria computers and technology', 'lotame']"
6289,Lotame,422,4027727,international_eu - austria entertainment (lotame),"['international_eu', 'austria entertainment', 'lotame']"
6290,Lotame,422,4027726,international_eu - austria fashion & beauty (lotame),"['international_eu', 'austria fashion & beauty', 'lotame']"
6291,Lotame,422,4027724,international_eu - austria finance (lotame),"['international_eu', 'austria finance', 'lotame']"
6292,Lotame,422,4027721,international_eu - austria food & beverages (lotame),"['international_eu', 'austria food & beverages', 'lotame']"
6293,Lotame,422,4027720,international_eu - austria games and toys (lotame),"['international_eu', 'austria games and toys', 'lotame']"
6294,Lotame,422,4027712,international_eu - austria home & family (lotame),"['international_eu', 'austria home & family', 'lotame']"
6295,Lotame,422,4027711,international_eu - austria job seekers (lotame),"['international_eu', 'austria job seekers', 'lotame']"
6296,Lotame,422,4027709,international_eu - austria movies (lotame),"['international_eu', 'austria movies', 'lotame']"
6297,Lotame,422,4027707,international_eu - austria music (lotame),"['international_eu', 'austria music', 'lotame']"
6298,Lotame,422,4027706,international_eu - austria news (lotame),"['international_eu', 'austria news', 'lotame']"
6299,Lotame,422,4027705,international_eu - austria online games (lotame),"['international_eu', 'austria online games', 'lotame']"
6300,Lotame,422,4027703,international_eu - austria online shopping (lotame),"['international_eu', 'austria online shopping', 'lotame']"
6301,Lotame,422,4027700,international_eu - austria parenting (lotame),"['international_eu', 'austria parenting', 'lotame']"
6302,Lotame,422,4027698,international_eu - austria pop culture & celebrity gossip (lotame),"['international_eu', 'austria pop culture & celebrity gossip', 'lotame']"
6303,Lotame,422,4027697,international_eu - austria real estate (lotame),"['international_eu', 'austria real estate', 'lotame']"
6304,Lotame,422,4027696,international_eu - austria school & education (lotame),"['international_eu', 'austria school & education', 'lotame']"
6305,Lotame,422,4027694,international_eu - austria social media (lotame),"['international_eu', 'austria social media', 'lotame']"
6306,Lotame,422,4027693,international_eu - austria sports (lotame),"['international_eu', 'austria sports', 'lotame']"
6307,Lotame,422,4027690,international_eu - austria television (lotame),"['international_eu', 'austria television', 'lotame']"
6309,Lotame,422,4027686,international_eu - austria video games (lotame),"['international_eu', 'austria video games', 'lotame']"
6310,Lotame,422,2145168,international_eu - belgium all users (lotame),"['international_eu', 'belgium all users', 'lotame']"
6311,Lotame,422,2151658,international_eu - belgium art & culture (lotame),"['international_eu', 'belgium art & culture', 'lotame']"
6312,Lotame,422,2151657,international_eu - belgium automobiles (lotame),"['international_eu', 'belgium automobiles', 'lotame']"
6313,Lotame,422,2151659,international_eu - belgium business (lotame),"['international_eu', 'belgium business', 'lotame']"
6314,Lotame,422,2151656,international_eu - belgium computers and technology (lotame),"['international_eu', 'belgium computers and technology', 'lotame']"
6315,Lotame,422,2151655,international_eu - belgium entertainment (lotame),"['international_eu', 'belgium entertainment', 'lotame']"
6316,Lotame,422,2151654,international_eu - belgium fashion & beauty (lotame),"['international_eu', 'belgium fashion & beauty', 'lotame']"
6317,Lotame,422,2151660,international_eu - belgium finance (lotame),"['international_eu', 'belgium finance', 'lotame']"
6318,Lotame,422,2151653,international_eu - belgium food & beverages (lotame),"['international_eu', 'belgium food & beverages', 'lotame']"
6319,Lotame,422,2151648,international_eu - belgium games and toys (lotame),"['international_eu', 'belgium games and toys', 'lotame']"
6320,Lotame,422,2151646,international_eu - belgium home & family (lotame),"['international_eu', 'belgium home & family', 'lotame']"
6321,Lotame,422,2151645,international_eu - belgium job seekers (lotame),"['international_eu', 'belgium job seekers', 'lotame']"
6322,Lotame,422,2151644,international_eu - belgium movies (lotame),"['international_eu', 'belgium movies', 'lotame']"
6323,Lotame,422,2151643,international_eu - belgium music (lotame),"['international_eu', 'belgium music', 'lotame']"
6324,Lotame,422,2151642,international_eu - belgium news (lotame),"['international_eu', 'belgium news', 'lotame']"
6325,Lotame,422,2151641,international_eu - belgium online games (lotame),"['international_eu', 'belgium online games', 'lotame']"
6326,Lotame,422,2151640,international_eu - belgium online shopping (lotame),"['international_eu', 'belgium online shopping', 'lotame']"
6327,Lotame,422,2151638,international_eu - belgium parenting (lotame),"['international_eu', 'belgium parenting', 'lotame']"
6328,Lotame,422,2151637,international_eu - belgium pop culture & celebrity gossip (lotame),"['international_eu', 'belgium pop culture & celebrity gossip', 'lotame']"
6329,Lotame,422,2151635,international_eu - belgium real estate (lotame),"['international_eu', 'belgium real estate', 'lotame']"
6330,Lotame,422,2151634,international_eu - belgium school & education (lotame),"['international_eu', 'belgium school & education', 'lotame']"
6331,Lotame,422,2151633,international_eu - belgium social media (lotame),"['international_eu', 'belgium social media', 'lotame']"
6332,Lotame,422,2151632,international_eu - belgium sports (lotame),"['international_eu', 'belgium sports', 'lotame']"
6333,Lotame,422,2151631,international_eu - belgium television (lotame),"['international_eu', 'belgium television', 'lotame']"
6335,Lotame,422,2151629,international_eu - belgium video games (lotame),"['international_eu', 'belgium video games', 'lotame']"
6336,Lotame,422,2145164,international_eu -  denmark all users (lotame),"['international_eu', 'denmark all users', 'lotame']"
6337,Lotame,422,2151726,international_eu - denmark art & culture (lotame),"['international_eu', 'denmark art & culture', 'lotame']"
6338,Lotame,422,2151722,international_eu - denmark automobiles (lotame),"['international_eu', 'denmark automobiles', 'lotame']"
6339,Lotame,422,2151720,international_eu - denmark business (lotame),"['international_eu', 'denmark business', 'lotame']"
6340,Lotame,422,2151717,international_eu - denmark computers and technology (lotame),"['international_eu', 'denmark computers and technology', 'lotame']"
6341,Lotame,422,2151715,international_eu - denmark entertainment (lotame),"['international_eu', 'denmark entertainment', 'lotame']"
6342,Lotame,422,2151713,international_eu - denmark fashion & beauty (lotame),"['international_eu', 'denmark fashion & beauty', 'lotame']"
6343,Lotame,422,2151709,international_eu - denmark finance (lotame),"['international_eu', 'denmark finance', 'lotame']"
6344,Lotame,422,2151707,international_eu - denmark food & beverages (lotame),"['international_eu', 'denmark food & beverages', 'lotame']"
6345,Lotame,422,2151706,international_eu - denmark games and toys (lotame),"['international_eu', 'denmark games and toys', 'lotame']"
6346,Lotame,422,2151703,international_eu - denmark home & family (lotame),"['international_eu', 'denmark home & family', 'lotame']"
6347,Lotame,422,2151702,international_eu - denmark job seekers (lotame),"['international_eu', 'denmark job seekers', 'lotame']"
6348,Lotame,422,2151700,international_eu - denmark movies (lotame),"['international_eu', 'denmark movies', 'lotame']"
6349,Lotame,422,2151699,international_eu - denmark music (lotame),"['international_eu', 'denmark music', 'lotame']"
6350,Lotame,422,2151698,international_eu - denmark news (lotame),"['international_eu', 'denmark news', 'lotame']"
6351,Lotame,422,2151697,international_eu - denmark online games (lotame),"['international_eu', 'denmark online games', 'lotame']"
6352,Lotame,422,2151696,international_eu - denmark online shopping (lotame),"['international_eu', 'denmark online shopping', 'lotame']"
6353,Lotame,422,2151695,international_eu - denmark parenting (lotame),"['international_eu', 'denmark parenting', 'lotame']"
6354,Lotame,422,2151694,international_eu - denmark pop culture & celebrity gossip (lotame),"['international_eu', 'denmark pop culture & celebrity gossip', 'lotame']"
6355,Lotame,422,2151693,international_eu - denmark real estate (lotame),"['international_eu', 'denmark real estate', 'lotame']"
6356,Lotame,422,2151692,international_eu - denmark school & education (lotame),"['international_eu', 'denmark school & education', 'lotame']"
6357,Lotame,422,2151691,international_eu - denmark social media (lotame),"['international_eu', 'denmark social media', 'lotame']"
6358,Lotame,422,2151690,international_eu - denmark sports (lotame),"['international_eu', 'denmark sports', 'lotame']"
6359,Lotame,422,2151689,international_eu - denmark television (lotame),"['international_eu', 'denmark television', 'lotame']"
6361,Lotame,422,2151686,international_eu - denmark video games (lotame),"['international_eu', 'denmark video games', 'lotame']"
6362,Lotame,422,1434613,international_eu - europe all users (lotame),"['international_eu', 'europe all users', 'lotame']"
6363,Lotame,422,1436789,international_eu - europe art & culture (lotame),"['international_eu', 'europe art & culture', 'lotame']"
6364,Lotame,422,1436790,international_eu - europe automobiles (lotame),"['international_eu', 'europe automobiles', 'lotame']"
6365,Lotame,422,1436791,international_eu - europe business (lotame),"['international_eu', 'europe business', 'lotame']"
6366,Lotame,422,1436792,international_eu - europe computers and technology (lotame),"['international_eu', 'europe computers and technology', 'lotame']"
6367,Lotame,422,1436793,international_eu - europe entertainment (lotame),"['international_eu', 'europe entertainment', 'lotame']"
6368,Lotame,422,1436794,international_eu - europe fashion & beauty (lotame),"['international_eu', 'europe fashion & beauty', 'lotame']"
6369,Lotame,422,1436795,international_eu - europe finance (lotame),"['international_eu', 'europe finance', 'lotame']"
6370,Lotame,422,1436796,international_eu - europe food & beverages (lotame),"['international_eu', 'europe food & beverages', 'lotame']"
6371,Lotame,422,1436797,international_eu - europe games and toys (lotame),"['international_eu', 'europe games and toys', 'lotame']"
6372,Lotame,422,1436799,international_eu - europe home & family (lotame),"['international_eu', 'europe home & family', 'lotame']"
6373,Lotame,422,1436800,international_eu - europe job seekers (lotame),"['international_eu', 'europe job seekers', 'lotame']"
6374,Lotame,422,1436801,international_eu - europe men declared (lotame),"['international_eu', 'europe men declared', 'lotame']"
6375,Lotame,422,1436803,international_eu - europe movies (lotame),"['international_eu', 'europe movies', 'lotame']"
6376,Lotame,422,1436804,international_eu - europe music (lotame),"['international_eu', 'europe music', 'lotame']"
6377,Lotame,422,1436805,international_eu - europe news (lotame),"['international_eu', 'europe news', 'lotame']"
6378,Lotame,422,1436807,international_eu - europe online games (lotame),"['international_eu', 'europe online games', 'lotame']"
6379,Lotame,422,1436808,international_eu - europe online shopping (lotame),"['international_eu', 'europe online shopping', 'lotame']"
6380,Lotame,422,1436809,international_eu - europe parenting (lotame),"['international_eu', 'europe parenting', 'lotame']"
6381,Lotame,422,1436810,international_eu - europe pop culture & celebrity gossip (lotame),"['international_eu', 'europe pop culture & celebrity gossip', 'lotame']"
6382,Lotame,422,1436811,international_eu - europe real estate (lotame),"['international_eu', 'europe real estate', 'lotame']"
6383,Lotame,422,1436812,international_eu - europe school & education (lotame),"['international_eu', 'europe school & education', 'lotame']"
6384,Lotame,422,1436813,international_eu - europe social media (lotame),"['international_eu', 'europe social media', 'lotame']"
6385,Lotame,422,1436820,international_eu - europe sports (lotame),"['international_eu', 'europe sports', 'lotame']"
6386,Lotame,422,1436821,international_eu - europe television (lotame),"['international_eu', 'europe television', 'lotame']"
6388,Lotame,422,1436824,international_eu - europe video games (lotame),"['international_eu', 'europe video games', 'lotame']"
6389,Lotame,422,1436825,international_eu - europe women declared (lotame),"['international_eu', 'europe women declared', 'lotame']"
6390,Lotame,422,2145163,international_eu - finland all users (lotame),"['international_eu', 'finland all users', 'lotame']"
6391,Lotame,422,2154321,international_eu - finland art & culture (lotame),"['international_eu', 'finland art & culture', 'lotame']"
6392,Lotame,422,2154316,international_eu - finland automobiles (lotame),"['international_eu', 'finland automobiles', 'lotame']"
6393,Lotame,422,2154311,international_eu - finland business (lotame),"['international_eu', 'finland business', 'lotame']"
6394,Lotame,422,2154307,international_eu - finland computers and technology (lotame),"['international_eu', 'finland computers and technology', 'lotame']"
6395,Lotame,422,2154304,international_eu - finland entertainment (lotame),"['international_eu', 'finland entertainment', 'lotame']"
6396,Lotame,422,2154300,international_eu - finland fashion & beauty (lotame),"['international_eu', 'finland fashion & beauty', 'lotame']"
6397,Lotame,422,2154296,international_eu - finland finance (lotame),"['international_eu', 'finland finance', 'lotame']"
6398,Lotame,422,2154293,international_eu - finland food & beverages (lotame),"['international_eu', 'finland food & beverages', 'lotame']"
6399,Lotame,422,2154289,international_eu - finland games and toys (lotame),"['international_eu', 'finland games and toys', 'lotame']"
6400,Lotame,422,2154281,international_eu - finland home & family (lotame),"['international_eu', 'finland home & family', 'lotame']"
6401,Lotame,422,2154278,international_eu - finland job seekers (lotame),"['international_eu', 'finland job seekers', 'lotame']"
6402,Lotame,422,2154271,international_eu - finland movies (lotame),"['international_eu', 'finland movies', 'lotame']"
6403,Lotame,422,2154268,international_eu - finland music (lotame),"['international_eu', 'finland music', 'lotame']"
6404,Lotame,422,2154264,international_eu - finland news (lotame),"['international_eu', 'finland news', 'lotame']"
6405,Lotame,422,2154257,international_eu - finland online games (lotame),"['international_eu', 'finland online games', 'lotame']"
6406,Lotame,422,2154254,international_eu - finland online shopping (lotame),"['international_eu', 'finland online shopping', 'lotame']"
6407,Lotame,422,2154248,international_eu - finland parenting (lotame),"['international_eu', 'finland parenting', 'lotame']"
6408,Lotame,422,2154245,international_eu - finland pop culture & celebrity gossip (lotame),"['international_eu', 'finland pop culture & celebrity gossip', 'lotame']"
6409,Lotame,422,2154241,international_eu - finland real estate (lotame),"['international_eu', 'finland real estate', 'lotame']"
6410,Lotame,422,2154238,international_eu - finland school & education (lotame),"['international_eu', 'finland school & education', 'lotame']"
6411,Lotame,422,2154234,international_eu - finland social media (lotame),"['international_eu', 'finland social media', 'lotame']"
6412,Lotame,422,2154229,international_eu - finland sports (lotame),"['international_eu', 'finland sports', 'lotame']"
6413,Lotame,422,2154225,international_eu - finland television (lotame),"['international_eu', 'finland television', 'lotame']"
6415,Lotame,422,2154216,international_eu - finland video games (lotame),"['international_eu', 'finland video games', 'lotame']"
6416,Lotame,422,4073160,international_eu - france action & adventure movies (lotame),"['international_eu', 'france action & adventure movies', 'lotame']"
6417,Lotame,422,4072989,international_eu - france affluent households (lotame),"['international_eu', 'france affluent households', 'lotame']"
6418,Lotame,422,4073004,international_eu - france alcoholic beverages (lotame),"['international_eu', 'france alcoholic beverages', 'lotame']"
6419,Lotame,422,1429885,international_eu - france all users (lotame),"['international_eu', 'france all users', 'lotame']"
6420,Lotame,422,4073105,international_eu - france american football (lotame),"['international_eu', 'france american football', 'lotame']"
6421,Lotame,422,4072985,international_eu - france animal lovers (lotame),"['international_eu', 'france animal lovers', 'lotame']"
6422,Lotame,422,4073042,international_eu - france animation & cartoon tv (lotame),"['international_eu', 'france animation & cartoon tv', 'lotame']"
6423,Lotame,422,219041,international_eu - france art & culture (lotame),"['international_eu', 'france art & culture', 'lotame']"
6424,Lotame,422,4073466,international_eu - france art (lotame),"['international_eu', 'france art', 'lotame']"
6425,Lotame,422,4072821,international_eu - france auto insurance (lotame),"['international_eu', 'france auto insurance', 'lotame']"
6426,Lotame,422,4073424,international_eu - france automobile brands - acura (lotame),"['international_eu', 'france automobile brands', 'acura', 'lotame']"
6427,Lotame,422,4073421,international_eu - france automobile brands - audi (lotame),"['international_eu', 'france automobile brands', 'audi', 'lotame']"
6428,Lotame,422,4073417,international_eu - france automobile brands - bentley (lotame),"['international_eu', 'france automobile brands', 'bentley', 'lotame']"
6429,Lotame,422,4073414,international_eu - france automobile brands - bmw (lotame),"['international_eu', 'france automobile brands', 'bmw', 'lotame']"
6430,Lotame,422,4073410,international_eu - france automobile brands - buick (lotame),"['international_eu', 'france automobile brands', 'buick', 'lotame']"
6431,Lotame,422,4073407,international_eu - france automobile brands - cadillac (lotame),"['international_eu', 'france automobile brands', 'cadillac', 'lotame']"
6432,Lotame,422,4073402,international_eu - france automobile brands - chevrolet (lotame),"['international_eu', 'france automobile brands', 'chevrolet', 'lotame']"
6433,Lotame,422,4073397,international_eu - france automobile brands - chrysler (lotame),"['international_eu', 'france automobile brands', 'chrysler', 'lotame']"
6434,Lotame,422,4073393,international_eu - france automobile brands - dodge (lotame),"['international_eu', 'france automobile brands', 'dodge', 'lotame']"
6435,Lotame,422,4073391,international_eu - france automobile brands - ferrari (lotame),"['international_eu', 'france automobile brands', 'ferrari', 'lotame']"
6436,Lotame,422,4073390,international_eu - france automobile brands - fiat (lotame),"['international_eu', 'france automobile brands', 'fiat', 'lotame']"
6437,Lotame,422,4073388,international_eu - france automobile brands - ford (lotame),"['international_eu', 'france automobile brands', 'ford', 'lotame']"
6438,Lotame,422,4073385,international_eu - france automobile brands - general motors (lotame),"['international_eu', 'france automobile brands', 'general motors', 'lotame']"
6439,Lotame,422,4073384,international_eu - france automobile brands - gmc (lotame),"['international_eu', 'france automobile brands', 'gmc', 'lotame']"
6440,Lotame,422,4073380,international_eu - france automobile brands - honda (lotame),"['international_eu', 'france automobile brands', 'honda', 'lotame']"
6441,Lotame,422,4073377,international_eu - france automobile brands - hummer (lotame),"['international_eu', 'france automobile brands', 'hummer', 'lotame']"
6442,Lotame,422,4073372,international_eu - france automobile brands - hyundai (lotame),"['international_eu', 'france automobile brands', 'hyundai', 'lotame']"
6443,Lotame,422,4073369,international_eu - france automobile brands - infiniti (lotame),"['international_eu', 'france automobile brands', 'infiniti', 'lotame']"
6444,Lotame,422,4073365,international_eu - france automobile brands - isuzu (lotame),"['international_eu', 'france automobile brands', 'isuzu', 'lotame']"
6445,Lotame,422,4073363,international_eu - france automobile brands - jaguar (lotame),"['international_eu', 'france automobile brands', 'jaguar', 'lotame']"
6446,Lotame,422,4073362,international_eu - france automobile brands - jeep (lotame),"['international_eu', 'france automobile brands', 'jeep', 'lotame']"
6447,Lotame,422,4073359,international_eu - france automobile brands - kia (lotame),"['international_eu', 'france automobile brands', 'kia', 'lotame']"
6448,Lotame,422,4073358,international_eu - france automobile brands - lamborghini (lotame),"['international_eu', 'france automobile brands', 'lamborghini', 'lotame']"
6449,Lotame,422,4073353,international_eu - france automobile brands - land rover (lotame),"['international_eu', 'france automobile brands', 'land rover', 'lotame']"
6450,Lotame,422,4073350,international_eu - france automobile brands - lexus (lotame),"['international_eu', 'france automobile brands', 'lexus', 'lotame']"
6451,Lotame,422,4073346,international_eu - france automobile brands - lincoln (lotame),"['international_eu', 'france automobile brands', 'lincoln', 'lotame']"
6452,Lotame,422,4073344,international_eu - france automobile brands - maserati (lotame),"['international_eu', 'france automobile brands', 'maserati', 'lotame']"
6453,Lotame,422,4073339,international_eu - france automobile brands - mazda (lotame),"['international_eu', 'france automobile brands', 'mazda', 'lotame']"
6454,Lotame,422,4073326,international_eu - france automobile brands - mercedes benz (lotame),"['international_eu', 'france automobile brands', 'mercedes benz', 'lotame']"
6455,Lotame,422,4073324,international_eu - france automobile brands - mercury (lotame),"['international_eu', 'france automobile brands', 'mercury', 'lotame']"
6456,Lotame,422,4073321,international_eu - france automobile brands - mini (lotame),"['international_eu', 'france automobile brands', 'mini', 'lotame']"
6457,Lotame,422,4073317,international_eu - france automobile brands - mitsubishi (lotame),"['international_eu', 'france automobile brands', 'mitsubishi', 'lotame']"
6458,Lotame,422,4073314,international_eu - france automobile brands - nissan (lotame),"['international_eu', 'france automobile brands', 'nissan', 'lotame']"
6459,Lotame,422,4073312,international_eu - france automobile brands - pontiac (lotame),"['international_eu', 'france automobile brands', 'pontiac', 'lotame']"
6460,Lotame,422,4072709,international_eu - france automobile brands - porsche (lotame),"['international_eu', 'france automobile brands', 'porsche', 'lotame']"
6461,Lotame,422,4073243,international_eu - france automobile brands - saab (lotame),"['international_eu', 'france automobile brands', 'saab', 'lotame']"
6462,Lotame,422,4073241,international_eu - france automobile brands - saturn (lotame),"['international_eu', 'france automobile brands', 'saturn', 'lotame']"
6463,Lotame,422,4073238,international_eu - france automobile brands - scion (lotame),"['international_eu', 'france automobile brands', 'scion', 'lotame']"
6464,Lotame,422,4073237,international_eu - france automobile brands - subaru (lotame),"['international_eu', 'france automobile brands', 'subaru', 'lotame']"
6465,Lotame,422,4073235,international_eu - france automobile brands - suzuki (lotame),"['international_eu', 'france automobile brands', 'suzuki', 'lotame']"
6466,Lotame,422,4073231,international_eu - france automobile brands - toyota (lotame),"['international_eu', 'france automobile brands', 'toyota', 'lotame']"
6467,Lotame,422,4073229,international_eu - france automobile brands - volkswagen (lotame),"['international_eu', 'france automobile brands', 'volkswagen', 'lotame']"
6468,Lotame,422,4073227,international_eu - france automobile brands - volvo (lotame),"['international_eu', 'france automobile brands', 'volvo', 'lotame']"
6469,Lotame,422,1430021,international_eu - france automobiles (lotame),"['international_eu', 'france automobiles', 'lotame']"
6470,Lotame,422,4072992,international_eu - france back to school (lotame),"['international_eu', 'france back to school', 'lotame']"
6471,Lotame,422,4073119,international_eu - france baseball (lotame),"['international_eu', 'france baseball', 'lotame']"
6472,Lotame,422,4073034,international_eu - france basketball (lotame),"['international_eu', 'france basketball', 'lotame']"
6473,Lotame,422,4072783,international_eu - france blog readers (lotame),"['international_eu', 'france blog readers', 'lotame']"
6474,Lotame,422,4072806,international_eu - france bloggers (lotame),"['international_eu', 'france bloggers', 'lotame']"
6475,Lotame,422,4072920,international_eu - france bonds (lotame),"['international_eu', 'france bonds', 'lotame']"
6476,Lotame,422,4073449,international_eu - france books & magazines (lotame),"['international_eu', 'france books & magazines', 'lotame']"
6477,Lotame,422,4073113,international_eu - france boxing (lotame),"['international_eu', 'france boxing', 'lotame']"
6478,Lotame,422,4073669,international_eu - france browser language - arabic (lotame),"['international_eu', 'france browser language', 'arabic', 'lotame']"
6479,Lotame,422,4073668,international_eu - france browser language - chinese (lotame),"['international_eu', 'france browser language', 'chinese', 'lotame']"
6480,Lotame,422,4073665,international_eu - france browser language - dutch (lotame),"['international_eu', 'france browser language', 'dutch', 'lotame']"
6481,Lotame,422,4073508,international_eu - france browser language - english (lotame),"['international_eu', 'france browser language', 'english', 'lotame']"
6482,Lotame,422,4073504,international_eu - france browser language - french (lotame),"['international_eu', 'france browser language', 'french', 'lotame']"
6483,Lotame,422,4073502,international_eu - france browser language - german (lotame),"['international_eu', 'france browser language', 'german', 'lotame']"
6484,Lotame,422,4073499,international_eu - france browser language - italian (lotame),"['international_eu', 'france browser language', 'italian', 'lotame']"
6485,Lotame,422,4073497,international_eu - france browser language - polish (lotame),"['international_eu', 'france browser language', 'polish', 'lotame']"
6486,Lotame,422,4073495,international_eu - france browser language - portuguese (lotame),"['international_eu', 'france browser language', 'portuguese', 'lotame']"
6487,Lotame,422,4073486,international_eu - france browser language - russian (lotame),"['international_eu', 'france browser language', 'russian', 'lotame']"
6488,Lotame,422,4073478,international_eu - france browser language - spanish (lotame),"['international_eu', 'france browser language', 'spanish', 'lotame']"
6489,Lotame,422,4073472,international_eu - france browser language - turkish (lotame),"['international_eu', 'france browser language', 'turkish', 'lotame']"
6490,Lotame,422,4073184,international_eu - france business - finance professionals (lotame),"['international_eu', 'france business', 'finance professionals', 'lotame']"
6491,Lotame,422,4073181,international_eu - france business - it professionals (lotame),"['international_eu', 'france business', 'it professionals', 'lotame']"
6492,Lotame,422,4073178,international_eu - france business - small business professionals (lotame),"['international_eu', 'france business', 'small business professionals', 'lotame']"
6493,Lotame,422,219042,international_eu - france business (lotame),"['international_eu', 'france business', 'lotame']"
6494,Lotame,422,4073172,international_eu - france career & employment (lotame),"['international_eu', 'france career & employment', 'lotame']"
6495,Lotame,422,4072983,international_eu - france cat lovers (lotame),"['international_eu', 'france cat lovers', 'lotame']"
6496,Lotame,422,4073164,international_eu - france charitable donors (lotame),"['international_eu', 'france charitable donors', 'lotame']"
6497,Lotame,422,4073157,international_eu - france children & family movie fans (lotame),"['international_eu', 'france children & family movie fans', 'lotame']"
6498,Lotame,422,4073224,international_eu - france classic cars (lotame),"['international_eu', 'france classic cars', 'lotame']"
6499,Lotame,422,4073169,international_eu - france c-level executives (lotame),"['international_eu', 'france c', 'level executives', 'lotame']"
6500,Lotame,422,4072766,international_eu - france clothes shopping (lotame),"['international_eu', 'france clothes shopping', 'lotame']"
6501,Lotame,422,4073112,international_eu - france college sports (lotame),"['international_eu', 'france college sports', 'lotame']"
6502,Lotame,422,4072968,international_eu - france college/university students (lotame),"['international_eu', 'france college/university students', 'lotame']"
6503,Lotame,422,4073156,international_eu - france comedy movies (lotame),"['international_eu', 'france comedy movies', 'lotame']"
6504,Lotame,422,4073039,international_eu - france comedy tv (lotame),"['international_eu', 'france comedy tv', 'lotame']"
6505,Lotame,422,4072803,international_eu - france commenters (lotame),"['international_eu', 'france commenters', 'lotame']"
6506,Lotame,422,4073221,international_eu - france compact-sized cars (lotame),"['international_eu', 'france compact', 'sized cars', 'lotame']"
6507,Lotame,422,4072720,international_eu - france computers & software (lotame),"['international_eu', 'france computers & software', 'lotame']"
6508,Lotame,422,219043,international - france computers & technology (lotame),"['international', 'france computers & technology', 'lotame']"
6509,Lotame,422,4073022,international_eu - france console games (lotame),"['international_eu', 'france console games', 'lotame']"
6510,Lotame,422,4072802,international_eu - france content sharers (lotame),"['international_eu', 'france content sharers', 'lotame']"
6511,Lotame,422,4072792,international_eu - france content voters (lotame),"['international_eu', 'france content voters', 'lotame']"
6512,Lotame,422,4073016,international_eu - france cooking & recipes (lotame),"['international_eu', 'france cooking & recipes', 'lotame']"
6513,Lotame,422,4072740,international_eu - france cosmetics (lotame),"['international_eu', 'france cosmetics', 'lotame']"
6514,Lotame,422,4073143,international_eu - france country music (lotame),"['international_eu', 'france country music', 'lotame']"
6515,Lotame,422,4073458,international_eu - france crafts and hobbies (lotame),"['international_eu', 'france crafts and hobbies', 'lotame']"
6516,Lotame,422,4073680,international_eu - france credit level - excellent (lotame),"['international_eu', 'france credit level', 'excellent', 'lotame']"
6517,Lotame,422,4073678,international_eu - france credit level - good (lotame),"['international_eu', 'france credit level', 'good', 'lotame']"
6518,Lotame,422,4073677,international_eu - france credit level - poor (lotame),"['international_eu', 'france credit level', 'poor', 'lotame']"
6519,Lotame,422,4072703,international_eu - france cricket (lotame),"['international_eu', 'france cricket', 'lotame']"
6521,Lotame,422,4073110,international_eu - france cycling (lotame),"['international_eu', 'france cycling', 'lotame']"
6522,Lotame,422,4073768,international_eu - france dads (lotame),"['international_eu', 'france dads', 'lotame']"
6523,Lotame,422,4073771,international_eu - france declared parents (lotame),"['international_eu', 'france declared parents', 'lotame']"
6524,Lotame,422,4072998,international_eu - france dieting and weight loss (lotame),"['international_eu', 'france dieting and weight loss', 'lotame']"
6525,Lotame,422,4072696,international_eu - france discount shoppers (lotame),"['international_eu', 'france discount shoppers', 'lotame']"
6527,Lotame,422,4072961,international_eu - france dog lovers (lotame),"['international_eu', 'france dog lovers', 'lotame']"
6529,Lotame,422,4073152,international_eu - france drama movies (lotame),"['international_eu', 'france drama movies', 'lotame']"
6530,Lotame,422,4073033,international_eu - france drama tv (lotame),"['international_eu', 'france drama tv', 'lotame']"
6531,Lotame,422,4072719,international_eu - france electronics & gadgets (lotame),"['international_eu', 'france electronics & gadgets', 'lotame']"
6532,Lotame,422,4072942,international_eu - france eligible voters (lotame),"['international_eu', 'france eligible voters', 'lotame']"
6533,Lotame,422,1430022,international_eu - france entertainment (lotame),"['international_eu', 'france entertainment', 'lotame']"
6534,Lotame,422,4072934,international_eu - france environmentalism (lotame),"['international_eu', 'france environmentalism', 'lotame']"
6535,Lotame,422,4072831,international_eu - france estate planning (lotame),"['international_eu', 'france estate planning', 'lotame']"
6536,Lotame,422,4072789,international_eu - france facebook sharers (lotame),"['international_eu', 'france facebook sharers', 'lotame']"
6537,Lotame,422,4073107,international_eu - france fantasy sports (lotame),"['international_eu', 'france fantasy sports', 'lotame']"
